taxonkey,am_sid,spp
490039,its-552953,jasus lalandii
490039,its-552955,jasus paulensis
490039,its-552956,jasus paulensis
490039,its-552959,justitia longimana
490039,slb-190081,justitia longimana
490039,its-552960,linuparus somniosus
490039,its-552961,linuparus sordidus
490039,its-552962,linuparus trigonus
490039,slb-170314,nupalirus chani
490039,slb-184639,nupalirus japonicus
490039,slb-170315,nupalirus vericeli
490039,its-553057,palibythus magnificus
490039,its-97696,palinurellus gundlachi
490039,its-553058,palinurellus wieneckii
490039,its-552963,palinurus charlestoni
490039,its-552964,palinurus delagoae
490039,its-97657,palinurus elephas
490039,its-552965,palinurus gilchristi
490039,its-552966,palinurus mauritanicus
490039,its-552967,palinustus mossambicus
490039,its-97659,palinustus truncatus
490039,its-552969,palinustus waguensis
490039,its-97648,panulirus argus
490039,its-552970,panulirus cygnus
490039,its-552971,panulirus echinatus
490039,its-660231,panulirus femoristriga
490039,its-552972,panulirus gracilis
490039,its-97651,panulirus guttatus
490039,its-552973,panulirus homarus
490039,its-97650,panulirus interruptus
490039,its-552975,panulirus japonicus
490039,its-97652,panulirus laevicauda
490039,its-552976,panulirus longipes
490039,its-552977,panulirus ornatus
490039,its-552978,panulirus pascuensis
490039,its-199949,panulirus penicillatus
490039,its-552979,panulirus polyphagus
490039,its-552980,panulirus regius
490039,its-552981,panulirus stimpsoni
490039,its-552982,panulirus versicolor
490039,its-552983,projasus bahamondei
490039,its-552984,projasus parkeri
490039,its-552985,puerulus angulatus
490039,its-552986,puerulus carinatus
490039,slb-190218,puerulus richeri
490039,its-552987,puerulus sewelli
490039,its-552988,puerulus velutinus
490039,nz-7290,sagmariasus verreauxi
490040,slb-184850,acantharctus ornatus
490040,its-552997,arctides antipodarum
490040,its-552998,arctides guineensis
490040,its-552999,arctides regalis
490040,chn-2da75d25-5d63-4a8a-b5ed-ef8ea4de3906,bathyarctus chani
490040,slb-184857,bathyarctus faxoni
490040,pbd-275068,bathyarctus rubens
490040,slb-184866,biarctus pumilus
490040,chn-8fd42244-81ae-418b-9e7d-1a07d933db73,chelarctus aureus
490040,slb-184894,chelarctus crosnieri
490040,chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,chelarctus cultrifer
490040,slb-184897,crenarctus bicuspidatus
490040,pbd-275070,crenarctus crenatus
490040,slb-184902,eduarctus aesopius
490040,slb-184903,eduarctus lewinsohni
490040,chn-08d9eb73-87c3-4b8a-8861-baf5b2862d8c,eduarctus martensii
490040,slb-184906,eduarctus modestus
490040,slb-184911,eduarctus reticulatus
490040,its-553008,evibacus princeps
490040,slb-184912,galearctus aurora
490040,slb-184914,galearctus avulsus
490040,chn-f255ce49-bed7-4937-998b-cf930cedf3a6,galearctus kitanoviriosus
490040,slb-184916,galearctus timidus
490040,pbd-275072,galearctus umbilicatus
490040,pbd-275074,ibacus alticrenatus
490040,its-553010,ibacus brevipes
490040,its-553011,ibacus brucei
490040,its-553012,ibacus ciliatus
490040,its-553013,ibacus novemdentatus
490040,its-553014,ibacus peronii
490040,slb-184953,ibacus pubescens
490040,its-97682,parribacus antarcticus
490040,its-553015,parribacus caledonicus
490040,its-553016,parribacus holthuisi
490040,its-553017,parribacus japonicus
490040,its-553019,parribacus scarlatinus
490040,slb-165892,petrarctus brevicornis
490040,slb-184954,petrarctus demani
490040,slb-165894,petrarctus holthuisi
490040,slb-184955,petrarctus rugosus
490040,chn-b131aac2-f572-412d-992d-0a5de940cc27,remiarctus bertholdii
490040,its-553020,scammarctus batei
490040,chn-b75cc929-1ac6-410b-888c-9ab8e709b6d0,scammarctus batei
490040,its-97676,scyllarides aequinoctialis
490040,its-553002,scyllarides deceptor
490040,its-553003,scyllarides delfosi
490040,its-553004,scyllarides elisabethae
490040,its-199950,scyllarides haanii
490040,its-553005,scyllarides herklotsii
490040,its-97680,scyllarides latus
490040,its-97673,scyllarides nodifer
490040,its-660118,scyllarides squammosus
490040,its-553007,scyllarides tridacnophaga
490040,its-97667,scyllarus americanus
490040,its-97666,scyllarus arctus
490040,its-97665,scyllarus chacei
490040,its-97662,scyllarus depressus
490040,its-553024,scyllarus pygmaeus
490040,its-553055,thenus orientalis
490041,its-95889,acetes americanus
490041,its-95897,acetes chinensis
490041,its-95898,acetes erythraeus
490041,its-95902,acetes japonicus
490041,its-95913,acetes vulgaris
490041,its-95933,allosergestes pestafer
490041,slb-190058,allosergestes sargassi
490041,its-552047,challengerosergia challengeri
490041,its-552062,challengerosergia talismani
490041,its-95926,cornutosergestes cornutus
490041,its-552028,deosergestes corniculum
490041,its-95929,deosergestes henseni
490041,its-95931,deosergestes paraseminudus
490041,its-95921,eusergestes arcticus
490041,its-95940,gardinerosergia bigemmea
490041,its-95944,gardinerosergia gardineri
490041,its-95950,gardinerosergia splendens
490041,its-552026,neosergestes brevispinatus
490041,its-95927,neosergestes edwardsii
490041,slb-190061,parasergestes armatus
490041,its-95935,parasergestes vigilax
490041,its-95945,phorcosergia grandis
490041,its-552057,phorcosergia potens
490041,its-684693,robustosergia extenuata
490041,slb-12493,robustosergia regalis
490041,its-552060,robustosergia regalis
490041,its-95948,robustosergia robusta
490041,slb-190497,robustosergia vityazi
490041,its-95949,scintillosergia scintillans
490041,its-95923,sergestes atlanticus
490041,its-552053,sergia laminata
490041,its-95947,sergia remipes
490041,its-684695,sergia tenuiremis
490042,its-96056,aristaeomorpha foliacea
490042,its-96058,aristaeomorpha woodmasoni
490042,its-96074,aristaeopsis edwardsiana
490042,its-96061,aristeus alcocki
490042,its-96062,aristeus antennatus
490042,its-96060,aristeus antillensis
490042,its-551516,aristeus mabahissae
490042,its-96064,aristeus semidentatus
490042,its-96066,aristeus varidens
490042,its-96067,aristeus virilis
490042,its-551527,austropenaeus nitidus
490042,its-96051,hemipenaeus carpenteri
490042,its-181145,hepomadus tener
490042,its-551518,parahepomadus vaubani
490042,its-551523,pseudaristeus kathleenae
490042,its-551525,pseudaristeus sibogae
490043,its-95868,alcockpenaeopsis hungerfordii
490043,its-95781,artemesia longinaris
490043,its-95777,atypopenaeus compressipes
490043,its-551569,atypopenaeus dearmatus
490043,its-95771,atypopenaeus formosus
490043,its-95772,atypopenaeus stenodactylus
490043,its-95857,batepenaeopsis acclivirostris
490043,its-95878,batepenaeopsis tenella
490043,its-95884,batepenaeopsis venusta
490043,its-551583,funchalia danae
490043,its-551585,funchalia taaningi
490043,its-95766,funchalia villosa
490043,its-551586,funchalia woodwardi
490043,its-95883,ganjampenaeopsis uncta
490043,its-551587,heteropenaeus longimanus
490043,its-95859,holthuispenaeopsis atlantica
490043,its-95861,kishinouyepenaeopsis cornuta
490043,its-551652,kishinouyepenaeopsis incisa
490043,its-95869,kishinouyepenaeopsis maxillipedo
490043,its-95768,macropetasma africana
490043,its-551683,megokris gonospinifer
490043,its-551684,megokris granulosus
490043,its-551685,megokris pescadoreensis
490043,its-551686,megokris sedili
490043,its-95678,metapenaeopsis acclivis
490043,its-551594,metapenaeopsis aegyptia
490043,its-95683,metapenaeopsis andamanensis
490043,its-551595,metapenaeopsis angusta
490043,its-95687,metapenaeopsis barbata
490043,its-551597,metapenaeopsis beebei
490043,its-551598,metapenaeopsis ceylonica
490043,its-551599,metapenaeopsis commensalis
490043,its-551600,metapenaeopsis coniger
490043,its-95698,metapenaeopsis crassissima
490043,its-95699,metapenaeopsis dalei
490043,its-551602,metapenaeopsis difficilis
490043,its-551603,metapenaeopsis distincta
490043,its-551604,metapenaeopsis dura
490043,its-551606,metapenaeopsis evermanni
490043,its-551607,metapenaeopsis faouzii
490043,its-551608,metapenaeopsis fusca
490043,its-551609,metapenaeopsis gaillardi
490043,its-551610,metapenaeopsis gallensis
490043,its-95675,metapenaeopsis gerardoi
490043,its-95668,metapenaeopsis goodei
490043,its-95704,metapenaeopsis hilarula
490043,its-95731,metapenaeopsis hobbsi
490043,its-551611,metapenaeopsis incisa
490043,its-551691,metapenaeopsis kishinouyei
490043,its-95712,metapenaeopsis kyushuensis
490043,its-95706,metapenaeopsis lamellata
490043,its-551614,metapenaeopsis laubieri
490043,its-551615,metapenaeopsis lindae
490043,its-551616,metapenaeopsis liui
490043,its-551617,metapenaeopsis mannarensis
490043,its-551619,metapenaeopsis marquesas
490043,its-95677,metapenaeopsis martinella
490043,its-551620,metapenaeopsis menoui
490043,its-551621,metapenaeopsis miersi
490043,its-551622,metapenaeopsis mineri
490043,its-95713,metapenaeopsis mogiensis
490043,its-95717,metapenaeopsis novaeguineae
490043,its-95719,metapenaeopsis palmensis
490043,its-551623,metapenaeopsis parahilarula
490043,its-551624,metapenaeopsis parapalmensis
490043,its-95724,metapenaeopsis philippii
490043,its-551626,metapenaeopsis propinqua
490043,its-551688,metapenaeopsis provocatoria
490043,its-551627,metapenaeopsis proxima
490043,its-551629,metapenaeopsis quinquedentata
490043,its-551630,metapenaeopsis richeri
490043,its-95726,metapenaeopsis rosea
490043,its-551631,metapenaeopsis scotti
490043,its-551632,metapenaeopsis sibogae
490043,its-551633,metapenaeopsis sinica
490043,its-551634,metapenaeopsis sinuosa
490043,its-95676,metapenaeopsis smithi
490043,its-95727,metapenaeopsis stridulans
490043,its-551638,metapenaeopsis tarawensis
490043,its-95730,metapenaeopsis toloensis
490043,its-551642,metapenaeopsis velutina
490043,its-551643,metapenaeopsis wellsi
490043,its-95784,metapenaeus affinis
490043,its-551644,metapenaeus anchistus
490043,its-95792,metapenaeus bennettae
490043,its-95793,metapenaeus brevicornis
490043,its-95799,metapenaeus conjunctus
490043,its-95800,metapenaeus dalli
490043,its-95801,metapenaeus demani
490043,its-95803,metapenaeus dobsoni
490043,its-95808,metapenaeus eboracensis
490043,its-95809,metapenaeus elegans
490043,its-95812,metapenaeus endeavouri
490043,its-95814,metapenaeus ensis
490043,its-95824,metapenaeus insolitus
490043,its-95825,metapenaeus intermedius
490043,its-95829,metapenaeus joyneri
490043,its-95834,metapenaeus kutchensis
490043,its-95842,metapenaeus lysianassa
490043,its-95846,metapenaeus macleayi
490043,its-95850,metapenaeus monoceros
490043,its-95853,metapenaeus moyebi
490043,its-95835,metapenaeus papuensis
490043,its-95836,metapenaeus stebbingi
490043,its-551646,metapenaeus suluensis
490043,its-95840,metapenaeus tenuipes
490043,its-551650,mierspenaeopsis hardwickii
490043,its-95865,mierspenaeopsis hardwickii
490043,its-95873,mierspenaeopsis sculptilis
490043,its-551649,parapenaeopsis balli
490043,its-551651,parapenaeopsis gracillima
490043,its-95871,parapenaeopsis nana
490043,its-95875,parapenaeopsis stylifera
490043,slb-194434,parapenaeopsis stylifera
490043,its-95740,parapenaeus americanus
490043,its-95742,parapenaeus australiensis
490043,its-551689,parapenaeus fissuroides
490043,its-95743,parapenaeus fissurus
490043,its-95744,parapenaeus investigatoris
490043,its-95745,parapenaeus lanceolatus
490043,its-95746,parapenaeus longipes
490043,its-95733,parapenaeus longirostris
490043,its-551654,parapenaeus murrayi
490043,its-551655,parapenaeus perezfarfantae
490043,its-95741,parapenaeus politus
490043,its-551656,parapenaeus ruberoculatus
490043,its-95747,parapenaeus sextuberculatus
490043,its-551657,pelagopenaeus balboae
490043,its-551658,penaeopsis balssi
490043,its-95764,penaeopsis challengeri
490043,its-551659,penaeopsis eduardoi
490043,its-551660,penaeopsis jerryi
490043,slb-158011,penaeopsis mclaughlinae
490043,its-95755,penaeopsis rectacuta
490043,its-95759,penaeopsis serrata
490043,its-551570,penaeus aztecus
490043,its-551571,penaeus brasiliensis
490043,its-551572,penaeus brevirostris
490043,its-551573,penaeus californiensis
490043,its-551589,penaeus canaliculatus
490043,slb-98632,penaeus chinensis
490043,its-551574,penaeus duorarum
490043,its-95625,penaeus esculentus
490043,its-620884,penaeus hathor
490043,its-551579,penaeus indicus
490043,its-551588,penaeus japonicus
490043,its-551590,penaeus kerathurus
490043,its-551687,penaeus latisulcatus
490043,its-551591,penaeus longistylus
490043,its-551592,penaeus marginatus
490043,its-551580,penaeus merguiensis
490043,its-95638,penaeus monodon
490043,its-551575,penaeus notialis
490043,its-551678,penaeus occidentalis
490043,its-551576,penaeus paulensis
490043,slb-88775,penaeus penicillatus
490043,its-551593,penaeus plebejus
490043,its-551679,penaeus schmitti
490043,its-95644,penaeus semisulcatus
490043,its-551680,penaeus setiferus
490043,slb-193064,penaeus silasi
490043,its-551577,penaeus subtilis
490043,its-551682,penaeus vannamei
490043,its-95886,protrachypene precipua
490043,its-551661,rimapenaeus byrdi
490043,its-551662,rimapenaeus constrictus
490043,its-551663,rimapenaeus faoe
490043,its-551664,rimapenaeus fuscina
490043,its-551665,rimapenaeus pacificus
490043,its-551666,rimapenaeus similis
490043,its-551668,trachypenaeopsis mobilispinis
490043,its-551669,trachypenaeopsis richtersii
490043,its-95659,trachypenaeus anchoralis
490043,its-551671,trachysalambria aspera
490043,its-551672,trachysalambria brevisuturae
490043,its-551673,trachysalambria curvirostris
490043,its-551676,trachysalambria malaiana
490043,its-95750,xiphopenaeus kroyeri
490044,slb-125813,aegaeon lacazei
490044,its-660012,aegaeon rathbuni
490044,its-97135,crangon allmanni
490044,its-97118,crangon crangon
490044,its-97114,crangon franciscorum
490044,slb-155189,lissosabinea indica
490044,slb-172633,notocrangon antarcticus
490044,slb-155191,parapontocaris aspera
490044,its-97216,parapontocaris caribbaea
490044,slb-155209,parapontocaris levigata
490044,its-97217,parapontocaris vicina
490044,slb-190381,parapontophilus demani
490044,slb-166521,parapontophilus junceus
490044,slb-190206,parapontophilus longirostris
490044,its-660020,parapontophilus occidentalis
490044,its-660016,philocheras breviflagella
490044,its-97192,philocheras gorei
490044,slb-155210,philocheras incisus
490044,slb-155212,philocheras japonicus
490044,slb-197261,philocheras lowisi
490044,slb-192437,philocheras pilosus
490044,its-97188,philocheras trispinosus
490044,slb-155214,pontocaris hilarula
490044,slb-155216,pontocaris major
490044,its-97198,pontocaris pennata
490044,slb-129404,pontocaris sibogae
490044,its-97176,pontophilus brevirostris
490044,its-97179,pontophilus spinosus
490044,its-97201,prionocrangon pectinata
490044,its-97173,sabinea hystrix
490044,its-97171,sabinea septemcarinata
490044,its-97159,sclerocrangon ferox
490046,its-659997,bitias brevis
490046,slb-131229,chlorotocoides spinicauda
490046,its-97083,chlorotocus crassicornis
490046,slb-171017,heterocarpus affinis
490046,slb-190063,heterocarpus amacula
490046,slb-131247,heterocarpus chani
490046,its-97071,heterocarpus dorsalis
490046,its-97064,heterocarpus ensifer
490046,slb-200362,heterocarpus fascirostratus
490046,its-97073,heterocarpus gibbosus
490046,slb-117930,heterocarpus grimaldii
490046,slb-131270,heterocarpus hayashii
490046,its-97074,heterocarpus laevigatus
490046,its-660027,heterocarpus lepidus
490046,its-660028,heterocarpus longirostris
490046,its-97070,heterocarpus oryx
490046,slb-166541,heterocarpus parvispina
490046,its-97075,heterocarpus reedi
490046,its-97076,heterocarpus sibogae
490046,its-97077,heterocarpus tricarinatus
490046,its-97078,heterocarpus vicarius
490046,its-97079,heterocarpus woodmasoni
490046,slb-190420,heteronika nesisi
490046,its-96967,pandalus borealis
490046,its-96982,pandalus danae
490046,its-96995,pandalus dispar
490046,its-621110,pandalus eous
490046,its-96968,pandalus goniurus
490046,its-96985,pandalus gurneyi
490046,its-96981,pandalus hypsinotus
490046,its-96997,pandalus japonicus
490046,its-96970,pandalus jordani
490046,its-96987,pandalus latirostris
490046,its-96971,pandalus montagui
490046,its-96979,pandalus platyceros
490046,its-96984,pandalus stenolepis
490046,its-96977,pandalus tridens
490046,its-660002,pantomus affinis
490046,its-97062,pantomus parvulus
490046,its-97029,plesionika acanthonotus
490046,its-97047,plesionika alcocki
490046,its-97049,plesionika antigai
490046,pbd-274928,plesionika bifurca
490046,its-660004,plesionika carinirostris
490046,slb-190208,plesionika carsini
490046,slb-190209,plesionika curvata
490046,its-97026,plesionika edwardsii
490046,its-97037,plesionika ensis
490046,slb-190210,plesionika erythrocyclus
490046,slb-188305,plesionika fenneri
490046,its-660006,plesionika fimbriata
490046,slb-190211,plesionika flavicauda
490046,its-97050,plesionika gigliolii
490046,slb-131276,plesionika grandis
490046,its-97054,plesionika heterocarpus
490046,its-97036,plesionika holthuisi
490046,slb-155287,plesionika indica
490046,slb-129400,plesionika izumiae
490046,slb-131278,plesionika kensleyi
490046,its-97041,plesionika longicauda
490046,slb-131279,plesionika longidactylus
490046,its-97025,plesionika longipes
490046,slb-104584,plesionika macropoda
490046,its-97020,plesionika martia
490046,slb-88790,plesionika narval
490046,slb-131301,plesionika ortmanni
490046,slb-190212,plesionika payeni
490046,slb-131316,plesionika philippinensis
490046,slb-190213,plesionika picta
490046,its-97043,plesionika polyacanthomerus
490046,slb-190214,plesionika poupini
490046,slb-190215,plesionika protati
490046,slb-131317,plesionika pumila
490046,pbd-274933,plesionika reflexa
490046,its-97081,plesionika richardi
490046,slb-190216,plesionika rubrior
490046,slb-125715,plesionika semilaevis
490046,its-660029,plesionika sindoi
490046,slb-131303,plesionika spinensis
490046,its-660009,plesionika spinidorsalis
490046,slb-125430,plesionika spinipes
490046,its-97018,plesionika tenuipes
490046,its-660010,plesionika trispinus
490046,its-97045,plesionika williamsi
490046,its-97046,plesionika willisi
490046,its-97088,procletes levicarina
490046,slb-131238,thalassocaris crinita
490052,slb-101837,alima hieroglyphica
490052,slb-101904,alima maxima
490052,its-682585,alima neptuni
490052,slb-101698,alima orientalis
490052,slb-101703,alimopsoides tuberculatus
490052,slb-101709,anchisquilla chani
490052,chn-aeb653ab-6477-483a-bf1e-211cc80a18b3,anchisquilla fasciata
490052,slb-101717,anchisquilloides mcneilli
490052,slb-154843,anchisquillopsis clevai
490052,slb-102142,areosquilla indica
490052,its-682586,busquilla plantei
490052,its-682587,busquilla quadraticauda
490052,slb-101723,carinosquilla australiensis
490052,chn-82852781-608a-4506-a2fb-97671317e21d,carinosquilla carinata
490052,slb-101724,carinosquilla carita
490052,slb-101932,carinosquilla lirata
490052,slb-102080,carinosquilla mclaughlinae
490052,chn-9486b34f-116a-4f90-9c34-5036248600fb,carinosquilla multicarinata
490052,slb-101725,carinosquilla redacta
490052,slb-101727,carinosquilla thailandensis
490052,chn-015453c0-3ff9-477d-ab51-c68d85e65af5,clorida albolitura
490052,slb-101736,clorida daviei
490052,slb-101943,clorida decorata
490052,chn-dd8f0e66-32f6-41d8-b6aa-eaca7bf2fff4,clorida denticauda
490052,slb-154850,clorida gaillardi
490052,slb-101740,clorida obtusa
490052,slb-101741,clorida seversi
490052,slb-101742,clorida wassenbergi
490052,chn-4bb55db1-8e3b-4bc9-abaa-a75c12d10a05,cloridina chlorida
490052,slb-101745,cloridina inflata
490052,slb-101959,cloridina malaccensis
490052,slb-101746,cloridina moluccensis
490052,chn-21252d4f-8095-42f9-a7e5-67236bb3099d,cloridina pelamidae
490052,slb-101748,cloridina stephensoni
490052,chn-8015f4b9-d98d-4eea-960c-ecf42e0e3eb4,cloridina verrucosa
490052,its-99169,cloridopsis dubia
490052,slb-102196,crenatosquilla oculinova
490052,slb-101752,dictyosquilla tuberculata
490052,chn-58fbf663-c32a-4053-b54d-872ad5bbd716,erugosquilla grahami
490052,slb-101806,erugosquilla massavensis
490052,chn-364c26b3-84d3-460d-9d53-2d3d5d4352f8,erugosquilla woodmasoni
490052,chn-f530af20-5532-4197-9324-3417559a8a5e,fallosquilla fallax
490052,chn-17d15aec-37c6-4c6a-88d2-9c350613076a,harpiosquilla annandalei
490052,chn-98e49457-8952-440e-a574-b5bde95cbd5e,harpiosquilla harpax
490052,chn-43ea15ff-38d0-46d1-8cb4-bacce1ba2254,harpiosquilla indica
490052,chn-89c7a40d-e85d-4708-864b-4c0f155cbe9f,harpiosquilla japonica
490052,chn-ef0da0c6-5191-4986-8433-7c7da5e62cd3,harpiosquilla melanoura
490052,chn-42aeac39-f607-4ee5-bce7-0294bbc61fde,harpiosquilla raphidea
490052,slb-101760,harpiosquilla stephensoni
490052,slb-194096,kempella mikado
490052,chn-8e451762-f8be-4beb-a6f8-17192aa1bd12,kempella stridulans
490052,chn-013ca97e-46a8-4c5e-b398-8bb4f340f88b,lenisquilla lata
490052,slb-101873,leptosquilla schmeltzii
490052,chn-8980a45f-d7dd-4f06-9dfb-9bb28ae994ac,levisquilla inermis
490052,chn-0e470b93-1bf9-4c28-8770-166bb5e2a8c7,levisquilla jurichi
490052,slb-154915,levisquilla minor
490052,chn-c0b96bcd-a248-4a2d-ba80-d1c9d13b890b,lophosquilla costata
490052,chn-0e9cfa5e-eab6-490e-9279-34eeeb127eb2,lophosquilla tiwarii
490052,slb-102198,meiosquilla dawsoni
490052,slb-102202,meiosquilla swetti
490052,slb-102206,michalisquilla parva
490052,slb-190275,miyakella nepa
490052,slb-88314,miyakella nepa
490052,slb-101844,neoanchisquilla tuberculata
490052,its-682593,oratosquilla fabricii
490052,slb-88320,oratosquilla oratoria
490052,slb-101768,oratosquillina berentsae
490052,chn-6a9274ff-bb5b-4de5-a3d4-201629e153fe,oratosquillina gravieri
490052,chn-bc491994-c9e7-4370-9312-38d8eccf4014,oratosquillina interrupta
490052,chn-335d884d-9fab-419b-85fb-ed0a94ffe255,oratosquillina manningi
490052,chn-2b605750-6865-42dd-9798-32cfbc2ac7d5,oratosquillina perpensa
490052,slb-88324,oratosquillina quinquedentata
490052,slb-101772,oratosquillina stephensoni
490052,slb-102134,parvisquilla multituberculata
490052,slb-101933,pontiosquilla caledonica
490052,slb-101773,quollastria capricornae
490052,slb-102052,quollastria fossulata
490052,chn-d879fd7e-8358-430b-9b8f-974a10d1a38d,quollastria gonypetes
490052,slb-101776,quollastria kapala
490052,slb-102043,quollastria ornata
490052,chn-2d96ad09-2772-4579-b6d6-96420751b7ec,quollastria subtilis
490052,slb-187057,squilla aculeata
490052,slb-102209,squilla biformis
490052,slb-102208,squilla bigelowi
490052,slb-89342,squilla cadenati
490052,its-99143,squilla empusa
490052,slb-102203,squilla hancocki
490052,its-99152,squilla mantis
490052,slb-102204,squilla mantoidea
490052,slb-102205,squilla panamensis
490052,chn-96fbc6f5-e394-47b5-a61c-18bf2cd2bf54,squilloides leptosquilla
490052,slb-101961,parisia microphthalma
490054,w-msc-505930,adipicola osseocola
490054,w-msc-505934,adula californiensis
490054,w-msc-505932,adula diegensis
490054,w-msc-505935,adula gruneri
490054,w-msc-505936,adula schmidtii
490054,slb-69039,amygdalum arborescens
490054,w-msc-505943,amygdalum peasei
490054,w-msc-140435,amygdalum politum
490054,w-msc-420690,amygdalum sagittatum
490054,w-msc-505944,amygdalum soyoae
490054,w-msc-505941,amygdalum watsoni
490054,w-msc-505953,arcuatula arcuatula
490054,slb-128515,arcuatula japonica
490054,slb-69041,arcuatula papyria
490054,slb-129561,arcuatula perfragilis
490054,w-msc-505946,arcuatula senhousia
490054,slb-128640,arenifodiens vagina
490054,w-msc-156763,arvella faba
490054,w-msc-156766,arvella pectinula
490054,w-msc-505963,aulacomya atra
490054,slb-88643,aulacomya atra
490054,w-msc-505962,aulacomya maoriana
490054,w-msc-505968,bathymodiolus aduloides
490054,w-msc-140436,bathymodiolus azoricus
490054,w-msc-505965,bathymodiolus brevior
490054,w-msc-505966,bathymodiolus elongatus
490054,w-msc-505969,bathymodiolus japonicus
490054,w-msc-505967,bathymodiolus puteoserpentis
490054,w-msc-505971,bathymodiolus septemdierum
490054,w-msc-183000,bathymodiolus thermophilus
490054,w-msc-505975,benthomodiolus lignocola
490054,w-msc-505982,brachidontes adamsianus
490054,w-msc-505979,brachidontes crebristriatus
490054,w-msc-420695,brachidontes domingensis
490054,w-msc-848929,brachidontes dunkeri
490054,w-msc-505993,brachidontes erosus
490054,w-msc-397026,brachidontes exustus
490054,w-msc-420696,brachidontes modiolus
490054,w-msc-505989,brachidontes mutabilis
490054,w-msc-140437,brachidontes pharaonis
490054,w-msc-367978,brachidontes rodriguezii
490054,w-msc-505991,brachidontes subramosus
490054,w-msc-216616,brachidontes variabilis
490054,w-msc-397027,byssogerdius striatulus
490054,slb-128628,byssogerdius subsulcatus
490054,w-msc-506001,choromytilus chorus
490054,w-msc-224609,choromytilus meridionalis
490054,w-msc-506000,choromytilus palliopunctatus
490054,w-msc-140438,crenella arenaria
490054,w-msc-140440,crenella decussata
490054,slb-128651,crenella decussata
490054,w-msc-506004,crenella divaricata
490054,slb-178194,crenella gemma
490054,w-msc-140441,crenella pellucida
490054,w-msc-532680,crenella skomma
490054,w-msc-197139,dacrydium albidum
490054,slb-103184,dacrydium albidum
490054,w-msc-140446,dacrydium hyalinum
490054,w-msc-389074,dacrydium leucoguttatum
490054,w-msc-506018,dacrydium nipponicum
490054,w-msc-140447,dacrydium ockelmanni
490054,w-msc-506010,dacrydium pacificum
490054,w-msc-506015,dacrydium pelseneeri
490054,w-msc-140449,dacrydium vitreum
490054,w-msc-506013,dacrydium zebra
490054,slb-69089,geukensia demissa
490054,w-msc-420698,geukensia granosissima
490054,w-msc-420692,gigantidas childressi
490054,w-msc-395870,gigantidas gladius
490054,w-msc-396253,gigantidas horikoshii
490054,w-msc-505970,gigantidas platifrons
490054,slb-158833,gigantidas taiwanensis
490054,slb-112838,gigantidas tangaroa
490054,slb-112620,gregariella barbata
490054,w-msc-506040,gregariella barbata
490054,w-msc-506039,gregariella chenui
490054,w-msc-506028,gregariella coarctata
490054,w-msc-420699,gregariella coralliophaga
490054,w-msc-140452,gregariella petagnae
490054,w-msc-140453,gregariella semigranata
490054,slb-129560,gregariella semigranata
490054,slb-112841,idas japonicus
490054,w-msc-140456,idas modiolaeformis
490054,w-msc-156861,ischadium recurvum
490054,slb-88981,jolya arata
490054,slb-128514,jolya elongata
490054,w-msc-506049,jolya rhomboidea
490054,slb-69075,leiosolenus aristatus
490054,slb-69076,leiosolenus attenuatus
490054,slb-69077,leiosolenus bisulcatus
490054,slb-128661,leiosolenus calyculatus
490054,slb-128662,leiosolenus canaliferus
490054,slb-128664,leiosolenus erimiticus
490054,slb-172989,leiosolenus hanleyanus
490054,slb-172986,leiosolenus levigatus
490054,slb-128665,leiosolenus levigatus
490054,slb-112128,leiosolenus lima
490054,slb-128663,leiosolenus lischkei
490054,slb-128666,leiosolenus lithurus
490054,slb-112129,leiosolenus malaccanus
490054,slb-172991,leiosolenus mucronatus
490054,slb-129562,leiosolenus nasutus
490054,slb-129563,leiosolenus obesus
490054,w-msc-506072,leiosolenus obesus
490054,slb-176995,leiosolenus patagonicus
490054,slb-69079,leiosolenus plumula
490054,slb-172985,leiosolenus plumula
490054,slb-172988,leiosolenus simplex
490054,slb-69073,lioberus castanea
490054,w-msc-506090,lioberus ligneus
490054,w-msc-420702,lithophaga antillarum
490054,slb-128667,lithophaga caperata
490054,w-msc-140459,lithophaga lithophaga
490054,w-msc-420704,lithophaga nigra
490054,w-msc-208440,lithophaga robusta
490054,w-msc-208435,lithophaga teres
490054,w-msc-208436,lithophaga zitteliana
490054,slb-128637,modiolatus flavidus
490054,w-msc-506095,modiolatus flavidus
490054,slb-113360,modiolatus hanleyi
490054,slb-69092,modiolatus neglectus
490054,slb-128638,modiolatus nitidus
490054,slb-128639,modiolatus plicatus
490054,w-msc-140461,modiolula phaseolina
490054,slb-69084,modiolus adriaticus
490054,w-msc-420705,modiolus americanus
490054,w-msc-506110,modiolus areolatus
490054,w-msc-140463,modiolus auriculatus
490054,w-msc-506121,modiolus aurum
490054,w-msc-140464,modiolus barbatus
490054,w-msc-506104,modiolus capax
490054,w-msc-506124,modiolus carpenteri
490054,w-msc-506118,modiolus carvalhoi
490054,w-msc-506109,modiolus comptus
490054,w-msc-506122,modiolus matris
490054,w-msc-140467,modiolus modiolus
490054,slb-88963,modiolus modulaides
490054,w-msc-214951,modiolus philippinarum
490054,w-msc-506105,modiolus rectus
490054,w-msc-506103,modiolus sacculifer
490054,w-msc-420706,modiolus squamosus
490054,slb-128655,musculus coenobitus
490054,w-msc-506140,musculus coenobitus
