species,fe_code,n_spp,fe_id
metapenaeopsis fusca,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis gaillardi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis gallensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis gerardoi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis hilarula,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis hobbsi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis incisa,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis ivanovi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis kishinouyei,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis kuboi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis kyushuensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis lamellata,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis laubieri,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis lindae,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis liui,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis mannarensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis manningi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis marquesas,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis martinella,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis menoui,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis miersi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis mineri,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis mogiensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis novaeguineae,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis palmensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis parahilarula,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis parapalmensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis persica,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis philippii,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis propinqua,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis provocatoria,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis proxima,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis quadrilobata,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis quinquedentata,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis richeri,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis rosea,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis scotti,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis sibogae,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis sinica,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis sinuosa,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis smithi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis spatulata,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis spiridonovi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis stridulans,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis tarawensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis tenella,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis toloensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis vaillanti,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis velutina,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeopsis wellsi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
metapenaeus dobsoni,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
mierspenaeopsis hardwickii,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
nemipterus mesoprion,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
pachygrapsus fakaravensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus americanus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus cayrei,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus fissurus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus kensleyi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus lanceolatus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus longipes,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus murrayi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus perezfarfantae,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus politus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus ruberoculatus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
parapenaeus sextuberculatus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
penaeopsis balssi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
penaeopsis challengeri,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
penaeopsis eduardoi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
penaeopsis jerryi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
penaeopsis mclaughlinae,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
penaeopsis rectacuta,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
penaeopsis serrata,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
promachoteuthis megaptera,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
protrachypene precipua,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
pyroteuthis serrata,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
rimapenaeus constrictus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
rimapenaeus faoe,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
rimapenaeus fuscina,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
rimapenaeus pacificus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
rimapenaeus similis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
tanypenaeus caribaeus,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachypenaeopsis mobilispinis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachypenaeopsis richtersii,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachypenaeus anchoralis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria albicoma,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria aspera,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria brevisuturae,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria crosnieri,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria curvirostris,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria dentata,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria longipes,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria malaiana,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria nansei,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria palaestinensis,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria parvispina,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
trachysalambria starobogatovi,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
xiphopenaeus baueri,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
xiphopenaeus dincao,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
xiphopenaeus kroyeri,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
xiphopenaeus riveti,MOBmig_FECvhi_GENvshort_TRPter_LENmed_WCOLben,152,42
acanthemblemaria hastingsi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
adelieledone piatkowski,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus agilis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus circinata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus dibranchis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus dicirroides,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus elamellatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus erectans,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus eugeniae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus juvenalis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus longicephalus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus lyrochaeta,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus macroura,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus malmgreni,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus munamaorii,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus orientalis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus paucilamellata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus posterobranchus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus sinensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus surrufa,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus tepens,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus trissophyllus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus verrilli,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus vietnamensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
aglaophamus virginis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
bathypolypus arcticus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
bathypolypus rubrostictus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
bathypolypus sponsalis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
bathypolypus valdiviae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
blennioclinus stella,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
cancelloxus burrelli,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
cancelloxus elongatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
cancelloxus longior,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
chaenopsis coheni,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
chaenopsis deltarrhis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
climacoporus navalis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
clinitrachus argentatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
clinoporus biporosus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
cryptoteuthis brevibracchiata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
ekemblemaria lira,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
ekemblemaria myersi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
eledone caparti,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
eledone gaucha,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
eledone massyae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
emblemaria culmenis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
emblemaria hudsoni,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
emblemaria hypacanthus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
emblemaria walkeri,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
ericentrus rubrus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
fucomimus mus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
gibbonsia montereyensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
grimpoteuthis boylei,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
grimpoteuthis plena,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
inermonephtys gallardi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
inermonephtys inermis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
lonchopisthus higmani,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
lonchopisthus lemur,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
mccoskerichthys sandae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muraenoclinus dorsalis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus abruptus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus berryi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus bizikovi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus canthylus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus clyderoperi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus eureka,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus hokkaidensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus januarii,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus johnsonianus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus karubar,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus leioderma,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus levis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus longibrachus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus oregonae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus oregonensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus profundorum,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus pseudonymus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus rigbyae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus robustus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus sibiricus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus tangaroa,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus tegginmathae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus thielei,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
muusoctopus yaquinae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
neorossia caroli,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
nephtys cirrosa,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opisthoteuthis borealis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opisthoteuthis californiana,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus albicaudatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus alleni,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus annulatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus brasiliensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus brochus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus decorus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus elizabethensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus ensiferus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus evermanni,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus fossoris,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus hopkinsi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus iyonis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus leprocarus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus liturus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus margaretae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus melachasme,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus mexicanus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus nothus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus panamaensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus reticeps,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus robinsi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus rufilineatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus scops,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus seminudus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus signatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus smithvanizi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus stigmosus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus thionyi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus trimaculatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus verecundus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus vicinus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
opistognathus walkeri,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone aequipapillae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone albimaculata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone aurata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone aurorae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone charcoti,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone cornuta,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone felix,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone framensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone harrissoni,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone panchroma,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone serperastrata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pareledone subtilis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pavoclinus caeruleopunctatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pavoclinus laurentii,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pavoclinus myae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pavoclinus profundus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pavoclinus smalei,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pteroctopus hoylei,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pteroctopus schmidti,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
pteroctopus tetracirrhus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
sepiella cyanea,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
sepiella inermis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
sepiella mangkangunga,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
sepiella ocellata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
sepiella ornata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
sepiella weberi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
springeratus xanthosoma,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
stathmonotus sinuscalifornici,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
stauroteuthis gilchristi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
tanyemblemaria alleni,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
xenopoclinus kochi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
xenopoclinus leprosus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLben,151,43
abudefduf concolor,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf declivifrons,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf hoefleri,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf lorenzi,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf margariteus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf natalensis,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf notatus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf saxatilis,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf sexfasciatus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf taurus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
abudefduf troschelii,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus albimento,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus auranticavus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus bahianus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus chirurgus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus chronixis,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus coeruleus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus fowleri,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus gahhm,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus grammoptilus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus japonicus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus leucocheilus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus mata,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus mindorensis,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus nigricauda,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus olivaceus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus reversus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus triostegus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus tristis,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
acanthurus xanthopterus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
amphichaetodon howensis,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
arothron immaculatus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
arothron mappa,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
bodianus eclancheri,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
bolbometopon muricatum,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
cantherhines macrocerus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
cantherhines pullus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
cantherhines sandwichiensis,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
chaetodon daedalma,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
chaetodon decussatus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
chaetodon dolosus,MOBres_FECvhi_GENshort_TRPsec_LENlg_WCOLrf,148,44
