species,fe_code,n_spp,fe_id
ammothella cymosa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella dawsoni,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella elegantula,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella exornata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella gibraltarensis,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella hedgpethi,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella heterosetosa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella longioculata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella longipes,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella marcusi,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella menziesi,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella nimia,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella omanensis,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella ovalis,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella pacifica,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella panamensis,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella paradisiaca,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella pilosa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella prolixa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella rostrata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella rotundata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella rugulosa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella schmitti,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella setacea,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella setosa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella spinifera,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella stocki,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella symbia,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella thetidis,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella tippula,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella tuberculata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella tubicen,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella uniunguiculata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
ammothella vanninii,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
aniculus elegans,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
aniculus miyakei,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
aniculus sibogae,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
atergatis floridus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
atergatis integerrimus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
atergatis roseus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
dacryopilumnus rathbunae,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
dipterygonotus balteatus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
domecia hispida,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
emmelichthyops atlanticus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eriphia gonagra,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eriphia granulosa,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eriphia scabricula,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eriphia sebana,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eriphia smithii,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eriphia squamata,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eumunida debilistriata,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eumunida minor,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
eurycyde acanthopus,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde antarctica,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde arctica,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde clitellaria,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde curvata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde depressa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde diacantha,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde flagella,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde gorda,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde hispida,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde longioculata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde longisetosa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde muricata,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde platyspina,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde raphiaster,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde sertula,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde setosa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde spinosa,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
eurycyde unispina,MOBres_FECmed_GENshort_TRPsec_LENvsm_WCOLben,56,101
gecarcoidea humei,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
gomeza bicornis,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
hippa celaeno,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
homolomannia occlusa,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
homolomannia sibogae,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
hoplolatilus andamanensis,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
hoplolatilus chlupatyi,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
hoplolatilus fourmanoiri,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
hoplolatilus luteus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
hoplolatilus marcosi,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
hoplolatilus pohle,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
hoplolatilus purpureus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
latreillopsis bispinosa,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
latreillopsis tetraspinosa,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
liomera pallida,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
liomera stimpsonii,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
liomera supernodosa,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
liomera tristis,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
lydia annulipes,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
lydia granulosa,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
lydia truncata,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
myomenippe hardwickii,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
ozius tuberculosus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
paracallianidea laevicauda,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
paraxanthias taylori,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
pentapodus komodoensis,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
percnon abbreviatum,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
percnon planissimum,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
processa australiensis,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
pseudozius caystrus,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
tetralia glaberrima,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
thalassocaris crinita,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
uroptychus soyomaruae,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
yaldwynopsis guinotae,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
yaldwynopsis hawaiiana,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
yaldwynopsis saguili,MOBmig_FECvhi_GENshort_TRPter_LENmed_WCOLrf,56,100
alox bothros,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alox chaunos,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus bucephaloides,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus chiragricus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus collumianus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus cristulifrons,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus cylindricus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus deuteropus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus diadema,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus djeddensis,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus dolerus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus edwardsii,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus ehlersii,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus facetus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus galapagensis,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus gracilipes,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus gracilis,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus hebes,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus leviusculus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus maindroni,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus malleodigitus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus naranjo,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus nuttingi,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus ovaliceps,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus paracrinitus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus paradentipes,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus parvirostris,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus polyxo,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus rostratus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus serenei,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus splendidus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus spongiarum,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus strenuus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus sulcatus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
alpheus superciliaris,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
amblyeleotris neglecta,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
ancistrogobius dipus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
ancistrogobius squamiceps,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
ancistrogobius yanoi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
ancistrogobius yoshigoui,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
atergatopsis lucasii,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
bathygobius geminatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
cabillus atripelvicus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
cabillus pexus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
chriolepis bilix,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
didogobius amicuscaridis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
didogobius wirtzi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
drombus dentifer,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
elacatinus phthirophagus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
eugnathogobius indicus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
gobiodon aoyagii,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
gobiodon unicolor,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
gobiopsis namnas,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
gobiopterus brachypterus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
gorogobius stevcici,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
harpiliopsis beaupresii,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
harpiliopsis depressa,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
harpiliopsis spinigera,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
hetereleotris exilis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
hetereleotris psammophila,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
istigobius murdyi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
leptarma lenzii,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
leucosia rubripalma,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
lobulogobius bentuviai,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
lubricogobius tre,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
mugilogobius filifer,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
mugilogobius fusca,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
mugilogobius fusculus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
mugilogobius rivulus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
mugilogobius stigmaticus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
mugilogobius tigrinus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
mugilogobius wilsoni,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
myra fugax,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
neoliomera insularis,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
neoliomera variolosa,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
paguritta corallicola,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
paguritta gracilipes,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
paguritta kroppi,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
paguritta morgani,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
paguritta scottae,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
paguritta vittata,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
parkraemeria ornata,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
parkraemeria rhinoceros,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
parkraemeria saltator,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
phoxacromion kaneharai,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
pilodius pilumnoides,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
platygobiopsis hadiatyae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
ponticola cyrius,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
pseudaphya ferreri,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
pylopaguropsis fimbriata,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
pylopaguropsis keijii,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
redigobius amblyrhynchus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
redigobius balteatus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
redigobius bikolanus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
redigobius chrysosoma,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
redigobius dewaali,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
redigobius tambujon,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
sicyopus auxilimentus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
sicyopus beremeensis,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
sicyopus jonklaasi,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
sicyopus zosterophorus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
stigmatogobius sella,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
trimma caudipunctatum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
trimma flavatrum,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
trimma helenae,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
trimma imaii,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
tryssogobius porosus,MOBsed_FECvhi_GENshort_TRPter_LENsm_WCOLbp,54,103
xantho hydrophilus,MOBmig_FECvhi_GENshort_TRPsec_LENsm_WCOLrf,54,102
aglaophamus amakusaensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus australiensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus digitatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus erectanoides,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus fabrun,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus foliocirrata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus foliosa,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus foliosus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus fossae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus gippslandicus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus groenlandiae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus hedlandensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus heteroserrata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus igalis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus japonicus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus jeffreysii,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus lobatus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus longicirrata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus lutreus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus lyratus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus peruana,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus phuketensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus polyphara,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus profundus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus pulcher,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus tabogensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus toloensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus uruguayi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus urupani,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
aglaophamus victoriae,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
allenichthys glauerti,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
brosme brosme,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunacops coloratus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax abei,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax africanus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax apus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax atimovatae,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax brachysomus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax endeavouri,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax flammeus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax gomoni,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax heemstraorum,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax hollemani,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax mulleus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax multilepis,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax nebulosus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax nudiventer,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax penicillatus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax pictus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax reticulatus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax stigmaeus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax suttkusi,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
chaunax umbrinus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
fowlerichthys avalonis,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
fowlerichthys senegalensis,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
haliphron atlanticus,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
himantolophus litoceras,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
inermonephtys aramco,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
inermonephtys brasiliensis,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
inermonephtys foretmontardoi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
inermonephtys japonica,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
inermonephtys palpata,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
inermonephtys patongi,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
inermonephtys soldius,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
inermonephtys tetrophthalmos,MOBres_FEChi_GENshort_TRPter_LENmed_WCOLbp,53,104
kuiterichthys furcipilis,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes beroe,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes bruchius,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes caulinaris,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes gracilimanus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes infrabrunneus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes insidiator,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes iwamotoi,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes kempi,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes miacanthus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes monodi,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
lophiodes mutilus,MOBsed_FECvhi_GENmed_TRPapex_LENlg_WCOLben,53,105
