name,rank,trait,trait_value,trait_prob
macropharyngodon,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
macropharyngodon,genus,thermal_tolerance_range,5-7.5C,0.2222222222222222
macrophiothrix,genus,thermal_tolerance_range,0-2.5C,0.2857142857142857
macrophiothrix,genus,thermal_tolerance_range,2.5-5C,0.6428571428571429
macrophiothrix,genus,thermal_tolerance_range,5-7.5C,0.07142857142857142
macropinna,genus,thermal_tolerance_range,10-15C,1
macropipus,genus,thermal_tolerance_range,7.5-10C,1
macropodia,genus,thermal_tolerance_range,2.5-5C,0.5
macropodia,genus,thermal_tolerance_range,7.5-10C,0.5
macropora,genus,thermal_tolerance_range,5-7.5C,1
macroramphosus,genus,thermal_tolerance_range,10-15C,1
macroregonia,genus,thermal_tolerance_range,0-2.5C,1
macrorhamphosodes,genus,thermal_tolerance_range,10-15C,0.5
macrorhamphosodes,genus,thermal_tolerance_range,2.5-5C,0.5
macrorhynchia,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
macrorhynchia,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
macrorhynchia,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
macrosetella,genus,thermal_tolerance_range,5-7.5C,1
macrostylis,genus,thermal_tolerance_range,0-2.5C,0.5
macrostylis,genus,thermal_tolerance_range,2.5-5C,0.5
macrotritopus,genus,thermal_tolerance_range,7.5-10C,1
macrouroides,genus,thermal_tolerance_range,2.5-5C,1
macrourus,genus,thermal_tolerance_range,10-15C,0.25
macrourus,genus,thermal_tolerance_range,2.5-5C,0.5
macrourus,genus,thermal_tolerance_range,7.5-10C,0.25
macrurocyttus,genus,thermal_tolerance_range,5-7.5C,1
macruronus,genus,thermal_tolerance_range,10-15C,0.3333333333333333
macruronus,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
macruronus,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
macteola,genus,thermal_tolerance_range,7.5-10C,1
mactra,genus,thermal_tolerance_range,0-2.5C,0.15384615384615385
mactra,genus,thermal_tolerance_range,10-15C,0.15384615384615385
mactra,genus,thermal_tolerance_range,2.5-5C,0.23076923076923078
mactra,genus,thermal_tolerance_range,5-7.5C,0.3076923076923077
mactra,genus,thermal_tolerance_range,7.5-10C,0.15384615384615385
mactrellona,genus,thermal_tolerance_range,2.5-5C,1
mactromeris,genus,thermal_tolerance_range,7.5-10C,1
mactrotoma,genus,thermal_tolerance_range,5-7.5C,0.5
mactrotoma,genus,thermal_tolerance_range,7.5-10C,0.5
maculabatis,genus,thermal_tolerance_range,0-2.5C,0.5714285714285714
maculabatis,genus,thermal_tolerance_range,2.5-5C,0.42857142857142855
madracis,genus,thermal_tolerance_range,0-2.5C,0.125
madracis,genus,thermal_tolerance_range,2.5-5C,0.75
madracis,genus,thermal_tolerance_range,7.5-10C,0.125
madrella,genus,thermal_tolerance_range,10-15C,1
madrepora,genus,thermal_tolerance_range,>15C,0.5
madrepora,genus,thermal_tolerance_range,2.5-5C,0.5
magadanichthys,genus,thermal_tolerance_range,0-2.5C,1
magallana,genus,thermal_tolerance_range,2.5-5C,1
magellania,genus,thermal_tolerance_range,0-2.5C,0.5
magellania,genus,thermal_tolerance_range,7.5-10C,0.5
magilus,genus,thermal_tolerance_range,7.5-10C,1
magnisudis,genus,thermal_tolerance_range,>15C,0.6666666666666666
magnisudis,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
mahidolia,genus,thermal_tolerance_range,2.5-5C,1
maja,genus,thermal_tolerance_range,10-15C,0.5
maja,genus,thermal_tolerance_range,2.5-5C,0.5
majungaichthys,genus,thermal_tolerance_range,0-2.5C,1
makaira,genus,thermal_tolerance_range,5-7.5C,1
malacanthus,genus,thermal_tolerance_range,2.5-5C,1
malacocephalus,genus,thermal_tolerance_range,>15C,0.16666666666666666
malacocephalus,genus,thermal_tolerance_range,0-2.5C,0.16666666666666666
malacocephalus,genus,thermal_tolerance_range,10-15C,0.16666666666666666
malacocephalus,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
malacocephalus,genus,thermal_tolerance_range,5-7.5C,0.16666666666666666
malacocephalus,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
malacoceros,genus,thermal_tolerance_range,2.5-5C,1
malacocottus,genus,thermal_tolerance_range,5-7.5C,0.75
malacocottus,genus,thermal_tolerance_range,7.5-10C,0.25
malacoctenus,genus,thermal_tolerance_range,0-2.5C,0.7692307692307693
malacoctenus,genus,thermal_tolerance_range,2.5-5C,0.07692307692307693
malacoctenus,genus,thermal_tolerance_range,5-7.5C,0.15384615384615385
malacoraja,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
malacoraja,genus,thermal_tolerance_range,5-7.5C,0.6666666666666666
malacosarcus,genus,thermal_tolerance_range,0-2.5C,1
malacosteus,genus,thermal_tolerance_range,2.5-5C,0.5
malacosteus,genus,thermal_tolerance_range,5-7.5C,0.5
malagazzia,genus,thermal_tolerance_range,0-2.5C,0.5
malagazzia,genus,thermal_tolerance_range,7.5-10C,0.5
malakichthys,genus,thermal_tolerance_range,>15C,0.16666666666666666
malakichthys,genus,thermal_tolerance_range,0-2.5C,0.16666666666666666
malakichthys,genus,thermal_tolerance_range,10-15C,0.16666666666666666
malakichthys,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
malakichthys,genus,thermal_tolerance_range,5-7.5C,0.16666666666666666
malakichthys,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
malea,genus,thermal_tolerance_range,2.5-5C,1
malletia,genus,thermal_tolerance_range,0-2.5C,0.6666666666666666
malletia,genus,thermal_tolerance_range,10-15C,0.3333333333333333
malleus,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
malleus,genus,thermal_tolerance_range,5-7.5C,0.6666666666666666
mallotus,genus,thermal_tolerance_range,7.5-10C,1
malmgreniella,genus,thermal_tolerance_range,2.5-5C,1
malthopsis,genus,thermal_tolerance_range,>15C,0.2727272727272727
malthopsis,genus,thermal_tolerance_range,0-2.5C,0.18181818181818182
malthopsis,genus,thermal_tolerance_range,10-15C,0.09090909090909091
malthopsis,genus,thermal_tolerance_range,2.5-5C,0.09090909090909091
malthopsis,genus,thermal_tolerance_range,7.5-10C,0.36363636363636365
mamillopora,genus,thermal_tolerance_range,2.5-5C,1
manania,genus,thermal_tolerance_range,10-15C,0.3333333333333333
manania,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
manania,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
mancopsetta,genus,thermal_tolerance_range,7.5-10C,1
manducus,genus,thermal_tolerance_range,0-2.5C,0.5
manducus,genus,thermal_tolerance_range,5-7.5C,0.5
mangelia,genus,thermal_tolerance_range,2.5-5C,1
manicina,genus,thermal_tolerance_range,2.5-5C,1
manihinea,genus,thermal_tolerance_range,0-2.5C,1
manningia,genus,thermal_tolerance_range,2.5-5C,1
manningis,genus,thermal_tolerance_range,2.5-5C,1
manonichthys,genus,thermal_tolerance_range,0-2.5C,0.8
manonichthys,genus,thermal_tolerance_range,2.5-5C,0.2
manucomplanus,genus,thermal_tolerance_range,0-2.5C,0.5
manucomplanus,genus,thermal_tolerance_range,2.5-5C,0.5
manupecten,genus,thermal_tolerance_range,0-2.5C,1
maoritomella,genus,thermal_tolerance_range,>15C,1
maractis,genus,thermal_tolerance_range,0-2.5C,1
marcia,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
marcia,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
marcusadorea,genus,thermal_tolerance_range,2.5-5C,1
marenzelleria,genus,thermal_tolerance_range,>15C,1
maretia,genus,thermal_tolerance_range,0-2.5C,0.5
maretia,genus,thermal_tolerance_range,2.5-5C,0.5
margarella,genus,thermal_tolerance_range,0-2.5C,0.75
margarella,genus,thermal_tolerance_range,2.5-5C,0.25
margarites,genus,thermal_tolerance_range,10-15C,0.3333333333333333
margarites,genus,thermal_tolerance_range,5-7.5C,0.5
margarites,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
marginella,genus,thermal_tolerance_range,0-2.5C,1
margrethia,genus,thermal_tolerance_range,0-2.5C,0.5
margrethia,genus,thermal_tolerance_range,7.5-10C,0.5
margueritta,genus,thermal_tolerance_range,0-2.5C,1
marianina,genus,thermal_tolerance_range,7.5-10C,1
marilyna,genus,thermal_tolerance_range,2.5-5C,1
marinula,genus,thermal_tolerance_range,10-15C,1
marionia,genus,thermal_tolerance_range,>15C,1
marita,genus,thermal_tolerance_range,0-2.5C,1
marleyella,genus,thermal_tolerance_range,2.5-5C,1
maroubra,genus,thermal_tolerance_range,5-7.5C,1
marphysa,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
marphysa,genus,thermal_tolerance_range,10-15C,0.3333333333333333
marphysa,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
marsenina,genus,thermal_tolerance_range,10-15C,1
marseniopsis,genus,thermal_tolerance_range,0-2.5C,0.5
marseniopsis,genus,thermal_tolerance_range,2.5-5C,0.5
marssonopora,genus,thermal_tolerance_range,2.5-5C,1
martensia,genus,thermal_tolerance_range,5-7.5C,0.5
martensia,genus,thermal_tolerance_range,7.5-10C,0.5
martesia,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
martesia,genus,thermal_tolerance_range,5-7.5C,0.6666666666666666
marthasterias,genus,thermal_tolerance_range,2.5-5C,1
martialia,genus,thermal_tolerance_range,7.5-10C,1
marukawichthys,genus,thermal_tolerance_range,7.5-10C,1
mascarenichthys,genus,thermal_tolerance_range,0-2.5C,1
mastigoniscus,genus,thermal_tolerance_range,0-2.5C,1
mastigopterus,genus,thermal_tolerance_range,7.5-10C,1
mastigoteuthis,genus,thermal_tolerance_range,10-15C,1
masturus,genus,thermal_tolerance_range,5-7.5C,1
mataeocephalus,genus,thermal_tolerance_range,>15C,0.4
mataeocephalus,genus,thermal_tolerance_range,5-7.5C,0.4
mataeocephalus,genus,thermal_tolerance_range,7.5-10C,0.2
matanui,genus,thermal_tolerance_range,2.5-5C,0.5
matanui,genus,thermal_tolerance_range,5-7.5C,0.5
mathildella,genus,thermal_tolerance_range,5-7.5C,1
matsubaraea,genus,thermal_tolerance_range,5-7.5C,1
matsubarichthys,genus,thermal_tolerance_range,0-2.5C,1
matuta,genus,thermal_tolerance_range,10-15C,0.5
matuta,genus,thermal_tolerance_range,5-7.5C,0.5
maulisia,genus,thermal_tolerance_range,>15C,0.2
maulisia,genus,thermal_tolerance_range,0-2.5C,0.6
maulisia,genus,thermal_tolerance_range,2.5-5C,0.2
mauritia,genus,thermal_tolerance_range,2.5-5C,1
maurolicus,genus,thermal_tolerance_range,>15C,0.18181818181818182
maurolicus,genus,thermal_tolerance_range,0-2.5C,0.2727272727272727
maurolicus,genus,thermal_tolerance_range,10-15C,0.2727272727272727
maurolicus,genus,thermal_tolerance_range,2.5-5C,0.18181818181818182
maurolicus,genus,thermal_tolerance_range,7.5-10C,0.09090909090909091
mawatarius,genus,thermal_tolerance_range,5-7.5C,1
maxillicosta,genus,thermal_tolerance_range,2.5-5C,0.75
maxillicosta,genus,thermal_tolerance_range,7.5-10C,0.25
maynea,genus,thermal_tolerance_range,5-7.5C,1
mazatlania,genus,thermal_tolerance_range,0-2.5C,1
mccoskerichthys,genus,thermal_tolerance_range,0-2.5C,1
meadia,genus,thermal_tolerance_range,0-2.5C,0.5
meadia,genus,thermal_tolerance_range,2.5-5C,0.5
meandrina,genus,thermal_tolerance_range,0-2.5C,1
mecaenichthys,genus,thermal_tolerance_range,2.5-5C,1
mecynocera,genus,thermal_tolerance_range,5-7.5C,1
mecynoecia,genus,thermal_tolerance_range,0-2.5C,1
medaeops,genus,thermal_tolerance_range,10-15C,0.5
medaeops,genus,thermal_tolerance_range,2.5-5C,0.5
medaeus,genus,thermal_tolerance_range,0-2.5C,0.5
medaeus,genus,thermal_tolerance_range,2.5-5C,0.5
medialuna,genus,thermal_tolerance_range,10-15C,1
mediaster,genus,thermal_tolerance_range,5-7.5C,1
megabalanus,genus,thermal_tolerance_range,0-2.5C,0.14285714285714285
megabalanus,genus,thermal_tolerance_range,10-15C,0.2857142857142857
megabalanus,genus,thermal_tolerance_range,2.5-5C,0.14285714285714285
megabalanus,genus,thermal_tolerance_range,5-7.5C,0.42857142857142855
megachasma,genus,thermal_tolerance_range,10-15C,1
megaciella,genus,thermal_tolerance_range,0-2.5C,1
megaentalina,genus,thermal_tolerance_range,10-15C,0.5
megaentalina,genus,thermal_tolerance_range,2.5-5C,0.5
megalactis,genus,thermal_tolerance_range,0-2.5C,1
megalasma,genus,thermal_tolerance_range,10-15C,0.5
megalasma,genus,thermal_tolerance_range,5-7.5C,0.5
megalaspis,genus,thermal_tolerance_range,2.5-5C,1
megaleledone,genus,thermal_tolerance_range,0-2.5C,1
megalobrachium,genus,thermal_tolerance_range,0-2.5C,0.5
megalobrachium,genus,thermal_tolerance_range,2.5-5C,0.5
megalocercus,genus,thermal_tolerance_range,5-7.5C,1
megalocottus,genus,thermal_tolerance_range,5-7.5C,1
megalocranchia,genus,thermal_tolerance_range,>15C,0.5
megalocranchia,genus,thermal_tolerance_range,10-15C,0.5
megalodicopia,genus,thermal_tolerance_range,10-15C,0.5
megalodicopia,genus,thermal_tolerance_range,2.5-5C,0.5
megalomphalus,genus,thermal_tolerance_range,0-2.5C,1
megalops,genus,thermal_tolerance_range,2.5-5C,0.5
megalops,genus,thermal_tolerance_range,5-7.5C,0.5
meganthias,genus,thermal_tolerance_range,5-7.5C,0.5
meganthias,genus,thermal_tolerance_range,7.5-10C,0.5
meganyctiphanes,genus,thermal_tolerance_range,10-15C,1
megaptera,genus,thermal_tolerance_range,>15C,1
megastraea,genus,thermal_tolerance_range,10-15C,1
megathiris,genus,thermal_tolerance_range,7.5-10C,1
megathura,genus,thermal_tolerance_range,5-7.5C,1
megatrygon,genus,thermal_tolerance_range,2.5-5C,1
megayoldia,genus,thermal_tolerance_range,10-15C,1
megerlia,genus,thermal_tolerance_range,10-15C,1
megokris,genus,thermal_tolerance_range,0-2.5C,0.5
megokris,genus,thermal_tolerance_range,2.5-5C,0.5
meiacanthus,genus,thermal_tolerance_range,0-2.5C,0.7368421052631579
meiacanthus,genus,thermal_tolerance_range,2.5-5C,0.21052631578947367
meiacanthus,genus,thermal_tolerance_range,5-7.5C,0.05263157894736842
meiocardia,genus,thermal_tolerance_range,2.5-5C,0.5
meiocardia,genus,thermal_tolerance_range,5-7.5C,0.5
meioceras,genus,thermal_tolerance_range,2.5-5C,1
meiosquilla,genus,thermal_tolerance_range,0-2.5C,0.5
meiosquilla,genus,thermal_tolerance_range,2.5-5C,0.5
melamphaes,genus,thermal_tolerance_range,>15C,0.047619047619047616
melamphaes,genus,thermal_tolerance_range,0-2.5C,0.2857142857142857
melamphaes,genus,thermal_tolerance_range,10-15C,0.38095238095238093
melamphaes,genus,thermal_tolerance_range,2.5-5C,0.09523809523809523
melamphaes,genus,thermal_tolerance_range,5-7.5C,0.09523809523809523
melamphaes,genus,thermal_tolerance_range,7.5-10C,0.09523809523809523
melampus,genus,thermal_tolerance_range,2.5-5C,0.5
melampus,genus,thermal_tolerance_range,7.5-10C,0.5
melanella,genus,thermal_tolerance_range,0-2.5C,0.18181818181818182
melanella,genus,thermal_tolerance_range,10-15C,0.09090909090909091
melanella,genus,thermal_tolerance_range,2.5-5C,0.5454545454545454
melanella,genus,thermal_tolerance_range,5-7.5C,0.09090909090909091
melanella,genus,thermal_tolerance_range,7.5-10C,0.09090909090909091
melanocetus,genus,thermal_tolerance_range,0-2.5C,0.4
melanocetus,genus,thermal_tolerance_range,10-15C,0.6
melanochlamys,genus,thermal_tolerance_range,5-7.5C,1
melanodrymia,genus,thermal_tolerance_range,0-2.5C,1
melanogrammus,genus,thermal_tolerance_range,5-7.5C,1
melanolagus,genus,thermal_tolerance_range,10-15C,1
melanonus,genus,thermal_tolerance_range,5-7.5C,0.5
melanonus,genus,thermal_tolerance_range,7.5-10C,0.5
melanorhinus,genus,thermal_tolerance_range,0-2.5C,1
melanostigma,genus,thermal_tolerance_range,10-15C,0.5
melanostigma,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
melanostigma,genus,thermal_tolerance_range,5-7.5C,0.16666666666666666
melanostigma,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
melanostomias,genus,thermal_tolerance_range,0-2.5C,0.08333333333333333
melanostomias,genus,thermal_tolerance_range,10-15C,0.3333333333333333
melanostomias,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
melanostomias,genus,thermal_tolerance_range,5-7.5C,0.25
melanostomias,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
melapedalion,genus,thermal_tolerance_range,0-2.5C,1
melarhaphe,genus,thermal_tolerance_range,7.5-10C,1
melaxinaea,genus,thermal_tolerance_range,5-7.5C,1
melibe,genus,thermal_tolerance_range,0-2.5C,0.16666666666666666
melibe,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
melibe,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
melibe,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
melicerita,genus,thermal_tolerance_range,0-2.5C,1
melicerona,genus,thermal_tolerance_range,2.5-5C,1
melicertum,genus,thermal_tolerance_range,>15C,1
melichthys,genus,thermal_tolerance_range,2.5-5C,1
melinna,genus,thermal_tolerance_range,>15C,0.25
melinna,genus,thermal_tolerance_range,10-15C,0.25
melinna,genus,thermal_tolerance_range,2.5-5C,0.25
melinna,genus,thermal_tolerance_range,7.5-10C,0.25
melinnopsis,genus,thermal_tolerance_range,>15C,1
melita,genus,thermal_tolerance_range,10-15C,0.2
melita,genus,thermal_tolerance_range,2.5-5C,0.6
melita,genus,thermal_tolerance_range,7.5-10C,0.2
melithaea,genus,thermal_tolerance_range,2.5-5C,1
mellita,genus,thermal_tolerance_range,5-7.5C,1
mellitella,genus,thermal_tolerance_range,0-2.5C,1
melo,genus,thermal_tolerance_range,2.5-5C,0.5
melo,genus,thermal_tolerance_range,5-7.5C,0.5
melongena,genus,thermal_tolerance_range,0-2.5C,0.5
melongena,genus,thermal_tolerance_range,2.5-5C,0.5
membranipora,genus,thermal_tolerance_range,5-7.5C,1
membraniporella,genus,thermal_tolerance_range,0-2.5C,0.5
membraniporella,genus,thermal_tolerance_range,5-7.5C,0.5
membranobalanus,genus,thermal_tolerance_range,2.5-5C,1
membras,genus,thermal_tolerance_range,10-15C,0.5
membras,genus,thermal_tolerance_range,2.5-5C,0.5
menaethiops,genus,thermal_tolerance_range,0-2.5C,1
menaethius,genus,thermal_tolerance_range,5-7.5C,1
mendosoma,genus,thermal_tolerance_range,5-7.5C,1
mene,genus,thermal_tolerance_range,2.5-5C,1
menidia,genus,thermal_tolerance_range,10-15C,1
meningodora,genus,thermal_tolerance_range,10-15C,0.3333333333333333
meningodora,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
meningodora,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
menippe,genus,thermal_tolerance_range,0-2.5C,0.25
menippe,genus,thermal_tolerance_range,2.5-5C,0.5
menippe,genus,thermal_tolerance_range,5-7.5C,0.25
mensamaria,genus,thermal_tolerance_range,5-7.5C,1
menticirrhus,genus,thermal_tolerance_range,10-15C,0.375
menticirrhus,genus,thermal_tolerance_range,5-7.5C,0.25
menticirrhus,genus,thermal_tolerance_range,7.5-10C,0.375
mentodus,genus,thermal_tolerance_range,0-2.5C,0.4
mentodus,genus,thermal_tolerance_range,5-7.5C,0.2
mentodus,genus,thermal_tolerance_range,7.5-10C,0.4
meoma,genus,thermal_tolerance_range,2.5-5C,1
mephisto,genus,thermal_tolerance_range,0-2.5C,1
mercenaria,genus,thermal_tolerance_range,10-15C,0.5
mercenaria,genus,thermal_tolerance_range,5-7.5C,0.5
merelina,genus,thermal_tolerance_range,10-15C,1
meretrix,genus,thermal_tolerance_range,0-2.5C,0.25
meretrix,genus,thermal_tolerance_range,10-15C,0.25
meretrix,genus,thermal_tolerance_range,2.5-5C,0.25
meretrix,genus,thermal_tolerance_range,5-7.5C,0.25
merga,genus,thermal_tolerance_range,>15C,1
meridiosignum,genus,thermal_tolerance_range,5-7.5C,1
merlangius,genus,thermal_tolerance_range,2.5-5C,1
merlia,genus,thermal_tolerance_range,5-7.5C,0.5
merlia,genus,thermal_tolerance_range,7.5-10C,0.5
merluccius,genus,thermal_tolerance_range,>15C,0.08333333333333333
merluccius,genus,thermal_tolerance_range,10-15C,0.3333333333333333
merluccius,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
merluccius,genus,thermal_tolerance_range,5-7.5C,0.25
merluccius,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
meropesta,genus,thermal_tolerance_range,7.5-10C,1
merulina,genus,thermal_tolerance_range,2.5-5C,1
mesacturoides,genus,thermal_tolerance_range,0-2.5C,1
mesacturus,genus,thermal_tolerance_range,0-2.5C,1
mesanthura,genus,thermal_tolerance_range,0-2.5C,0.5555555555555556
mesanthura,genus,thermal_tolerance_range,2.5-5C,0.2222222222222222
mesanthura,genus,thermal_tolerance_range,5-7.5C,0.1111111111111111
mesanthura,genus,thermal_tolerance_range,7.5-10C,0.1111111111111111
mesobius,genus,thermal_tolerance_range,7.5-10C,1
mesocalanus,genus,thermal_tolerance_range,>15C,1
mesocentrotus,genus,thermal_tolerance_range,2.5-5C,1
mesochra,genus,thermal_tolerance_range,0-2.5C,1
mesodesma,genus,thermal_tolerance_range,5-7.5C,1
mesopenaeus,genus,thermal_tolerance_range,>15C,0.3333333333333333
mesopenaeus,genus,thermal_tolerance_range,10-15C,0.3333333333333333
mesopenaeus,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
mesopeplum,genus,thermal_tolerance_range,5-7.5C,1
mesoplodon,genus,thermal_tolerance_range,>15C,0.07142857142857142
mesoplodon,genus,thermal_tolerance_range,10-15C,0.5
mesoplodon,genus,thermal_tolerance_range,2.5-5C,0.14285714285714285
mesoplodon,genus,thermal_tolerance_range,7.5-10C,0.2857142857142857
mesopodopsis,genus,thermal_tolerance_range,2.5-5C,0.5
mesopodopsis,genus,thermal_tolerance_range,7.5-10C,0.5
mesopontonia,genus,thermal_tolerance_range,0-2.5C,0.5
mesopontonia,genus,thermal_tolerance_range,5-7.5C,0.5
mesopristes,genus,thermal_tolerance_range,2.5-5C,1
mesoproboloides,genus,thermal_tolerance_range,0-2.5C,1
mesorhabdus,genus,thermal_tolerance_range,2.5-5C,1
mesosagitta,genus,thermal_tolerance_range,10-15C,1
mesosignum,genus,thermal_tolerance_range,5-7.5C,1
mesothuria,genus,thermal_tolerance_range,>15C,0.16666666666666666
mesothuria,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
mesothuria,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
mesothuria,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
mespilia,genus,thermal_tolerance_range,5-7.5C,1
metacaprella,genus,thermal_tolerance_range,5-7.5C,1
metacarcinus,genus,thermal_tolerance_range,5-7.5C,1
metacirolana,genus,thermal_tolerance_range,0-2.5C,0.8
metacirolana,genus,thermal_tolerance_range,7.5-10C,0.2
metacrinus,genus,thermal_tolerance_range,>15C,0.2
metacrinus,genus,thermal_tolerance_range,2.5-5C,0.2
metacrinus,genus,thermal_tolerance_range,5-7.5C,0.2
metacrinus,genus,thermal_tolerance_range,7.5-10C,0.4
metadromia,genus,thermal_tolerance_range,10-15C,1
metadynomene,genus,thermal_tolerance_range,>15C,0.3333333333333333
metadynomene,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
metadynomene,genus,thermal_tolerance_range,10-15C,0.3333333333333333
metalia,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
metalia,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
metalpheus,genus,thermal_tolerance_range,5-7.5C,1
metanachis,genus,thermal_tolerance_range,2.5-5C,1
metandrocarpa,genus,thermal_tolerance_range,>15C,0.3333333333333333
metandrocarpa,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
metandrocarpa,genus,thermal_tolerance_range,7.5-10C,0.3333333333333333
metanephrops,genus,thermal_tolerance_range,>15C,0.23076923076923078
metanephrops,genus,thermal_tolerance_range,0-2.5C,0.23076923076923078
metanephrops,genus,thermal_tolerance_range,10-15C,0.15384615384615385
metanephrops,genus,thermal_tolerance_range,2.5-5C,0.23076923076923078
metanephrops,genus,thermal_tolerance_range,5-7.5C,0.15384615384615385
metapenaeopsis,genus,thermal_tolerance_range,>15C,0.017543859649122806
metapenaeopsis,genus,thermal_tolerance_range,0-2.5C,0.2631578947368421
metapenaeopsis,genus,thermal_tolerance_range,10-15C,0.03508771929824561
metapenaeopsis,genus,thermal_tolerance_range,2.5-5C,0.47368421052631576
metapenaeopsis,genus,thermal_tolerance_range,5-7.5C,0.12280701754385964
metapenaeopsis,genus,thermal_tolerance_range,7.5-10C,0.08771929824561403
metapenaeus,genus,thermal_tolerance_range,0-2.5C,0.375
metapenaeus,genus,thermal_tolerance_range,2.5-5C,0.3333333333333333
metapenaeus,genus,thermal_tolerance_range,5-7.5C,0.125
metapenaeus,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
metaplax,genus,thermal_tolerance_range,2.5-5C,1
metaproto,genus,thermal_tolerance_range,10-15C,1
metasepia,genus,thermal_tolerance_range,2.5-5C,0.5
metasepia,genus,thermal_tolerance_range,7.5-10C,0.5
metatiron,genus,thermal_tolerance_range,10-15C,1
metavelifer,genus,thermal_tolerance_range,7.5-10C,1
metavermilia,genus,thermal_tolerance_range,2.5-5C,1
metaverruca,genus,thermal_tolerance_range,0-2.5C,0.5
metaverruca,genus,thermal_tolerance_range,10-15C,0.5
metaxypsamma,genus,thermal_tolerance_range,2.5-5C,1
metelectrona,genus,thermal_tolerance_range,>15C,0.5
metelectrona,genus,thermal_tolerance_range,2.5-5C,0.5
meteuthria,genus,thermal_tolerance_range,0-2.5C,1
methalimedon,genus,thermal_tolerance_range,2.5-5C,1
metharpinia,genus,thermal_tolerance_range,2.5-5C,1
metis,genus,thermal_tolerance_range,2.5-5C,1
metopograpsus,genus,thermal_tolerance_range,0-2.5C,0.3333333333333333
metopograpsus,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
metopoides,genus,thermal_tolerance_range,0-2.5C,0.5
metopoides,genus,thermal_tolerance_range,5-7.5C,0.5
metoporhaphis,genus,thermal_tolerance_range,2.5-5C,1
metridia,genus,thermal_tolerance_range,2.5-5C,0.75
metridia,genus,thermal_tolerance_range,5-7.5C,0.25
metridium,genus,thermal_tolerance_range,5-7.5C,1
metrodira,genus,thermal_tolerance_range,2.5-5C,1
metula,genus,thermal_tolerance_range,0-2.5C,1
metulella,genus,thermal_tolerance_range,0-2.5C,1
meuschenia,genus,thermal_tolerance_range,10-15C,0.16666666666666666
meuschenia,genus,thermal_tolerance_range,2.5-5C,0.16666666666666666
meuschenia,genus,thermal_tolerance_range,5-7.5C,0.5
meuschenia,genus,thermal_tolerance_range,7.5-10C,0.16666666666666666
mexichromis,genus,thermal_tolerance_range,10-15C,0.5
mexichromis,genus,thermal_tolerance_range,5-7.5C,0.5
mexicope,genus,thermal_tolerance_range,2.5-5C,1
meyenaster,genus,thermal_tolerance_range,10-15C,1
michaelcallianassa,genus,thermal_tolerance_range,0-2.5C,1
michelopagurus,genus,thermal_tolerance_range,5-7.5C,1
michthyops,genus,thermal_tolerance_range,0-2.5C,1
micippa,genus,thermal_tolerance_range,2.5-5C,0.6666666666666666
micippa,genus,thermal_tolerance_range,5-7.5C,0.3333333333333333
micippoides,genus,thermal_tolerance_range,0-2.5C,1
micrenophrys,genus,thermal_tolerance_range,2.5-5C,1
microbrotula,genus,thermal_tolerance_range,0-2.5C,0.6666666666666666
