db,spec_code,species,tm,age_mat_min,age_mat_min2
fb,496,hyperoglyphe antarctica,NA,5,7
fb,496,hyperoglyphe antarctica,NA,6,7
fb,1374,hyperoplus lanceolatus,NA,2,NA
fb,1374,hyperoplus lanceolatus,2,2,3
fb,3631,hyperprosopon argenteum,1,NA,NA
fb,3632,hyperprosopon ellipticum,3,NA,NA
fb,23752,hypomesus japonicus,1,NA,NA
fb,23752,hypomesus japonicus,2,NA,NA
fb,2695,hypomesus nipponensis,1,NA,NA
fb,2695,hypomesus nipponensis,2,NA,NA
fb,254,hypomesus olidus,NA,2,NA
fb,254,hypomesus olidus,NA,2,NA
fb,255,hypomesus pretiosus,1.5,1,2
fb,2696,hypomesus transpacificus,1,NA,NA
fb,274,hypophthalmichthys molitrix,NA,3,4
fb,274,hypophthalmichthys molitrix,NA,2,3
fb,274,hypophthalmichthys molitrix,NA,4,6
fb,274,hypophthalmichthys molitrix,NA,5,7
fb,274,hypophthalmichthys molitrix,NA,3,NA
fb,274,hypophthalmichthys molitrix,NA,2,NA
fb,275,hypophthalmichthys nobilis,NA,4,5
fb,275,hypophthalmichthys nobilis,NA,3,4
fb,275,hypophthalmichthys nobilis,NA,5,6
fb,275,hypophthalmichthys nobilis,NA,4,NA
fb,275,hypophthalmichthys nobilis,NA,2,7
fb,275,hypophthalmichthys nobilis,NA,2,NA
fb,14582,hyporhamphus melanochir,NA,2,3
fb,1208,hyporthodus niveatus,4.920000076293945,3,7
fb,4241,hypsopsetta guttulata,2.5,NA,NA
fb,3648,hypsypops rubicundus,5,NA,NA
fb,47958,hyrcanogobius bergi,1,NA,NA
fb,9940,iberochondrostoma lemmingii,NA,1,NA
fb,9940,iberochondrostoma lemmingii,NA,1,NA
fb,2515,ichthyomyzon castaneus,6,NA,NA
fb,2515,ichthyomyzon castaneus,6,NA,NA
fb,2516,ichthyomyzon fossor,6,NA,NA
fb,2516,ichthyomyzon fossor,6,NA,NA
fb,2519,ichthyomyzon unicuspis,6,NA,NA
fb,2519,ichthyomyzon unicuspis,6,NA,NA
fb,3019,ictalurus furcatus,NA,NA,4
fb,290,ictalurus punctatus,NA,4,5
fb,290,ictalurus punctatus,NA,5,8
fb,290,ictalurus punctatus,NA,4,6
fb,290,ictalurus punctatus,NA,2,4
fb,290,ictalurus punctatus,NA,5,7
fb,290,ictalurus punctatus,NA,6,NA
fb,290,ictalurus punctatus,NA,8,NA
fb,290,ictalurus punctatus,NA,2,NA
fb,290,ictalurus punctatus,NA,2,NA
fb,290,ictalurus punctatus,NA,4,NA
fb,2993,ictiobus cyprinellus,NA,7,9
fb,2993,ictiobus cyprinellus,NA,8,10
fb,2993,ictiobus cyprinellus,5,NA,NA
fb,2993,ictiobus cyprinellus,NA,4,NA
fb,1627,ilisha elongata,2,NA,NA
fb,46434,ilyodon lennoni,0.5,NA,NA
fb,891,isogomphodon oxyrhynchus,NA,5,6
fb,891,isogomphodon oxyrhynchus,NA,6,7
fb,4242,isopsetta isolepis,2,NA,NA
fb,78,istiophorus albicans,3.5,NA,NA
fb,752,isurus oxyrinchus,8,7,9
fb,752,isurus oxyrinchus,20,19,21
fb,752,isurus oxyrinchus,8,NA,NA
fb,752,isurus oxyrinchus,18,NA,NA
fb,752,isurus oxyrinchus,NA,13,14
fb,752,isurus oxyrinchus,NA,18,19
fb,752,isurus oxyrinchus,8,7,9
fb,752,isurus oxyrinchus,20,19,21
fb,752,isurus oxyrinchus,8,NA,NA
fb,752,isurus oxyrinchus,18,NA,NA
fb,752,isurus oxyrinchus,NA,13,14
fb,752,isurus oxyrinchus,NA,18,19
fb,8231,jaydia lineata,1,NA,NA
fb,8231,jaydia lineata,1,NA,NA
fb,8231,jaydia lineata,1,NA,NA
fb,1461,jenkinsia lamprotaenia,0.20000000298023224,NA,NA
fb,11958,jenynsia lineata,1,NA,NA
fb,4647,johnius carutta,1.399999976158142,NA,NA
fb,223,kajikia audax,NA,2,3
fb,223,kajikia audax,2,NA,NA
fb,3707,kathetostoma averruncus,NA,2,3
fb,12920,kathetostoma giganteum,NA,3,NA
fb,107,katsuwonus pelamis,NA,1,2
fb,107,katsuwonus pelamis,3,NA,NA
fb,14505,knipowitschia caucasica,1,NA,NA
fb,16295,knipowitschia longecaudata,NA,0.6700000166893005,0.8299999833106995
fb,25978,knipowitschia panizzae,1,NA,NA
fb,3213,kryptolebias marmoratus,0.5,NA,NA
fb,3213,kryptolebias marmoratus,NA,0.2800000011920929,0.3700000047683716
fb,3213,kryptolebias marmoratus,NA,0.25,0.5
fb,4436,kurtus gulliveri,NA,1,2
fb,82,labeo rohita,2.940000057220459,NA,NA
fb,82,labeo rohita,2.700000047683716,NA,NA
fb,82,labeo rohita,NA,2,NA
fb,4673,labeobarbus kimberleyensis,9,39.400001525878906,NA
fb,4673,labeobarbus kimberleyensis,6.400000095367432,5,NA
fb,572,labrus bergylta,NA,6,9
fb,572,labrus bergylta,2,NA,NA
fb,4582,labrus merula,2,NA,NA
fb,1375,labrus mixtus,2,NA,NA
fb,51659,labrus viridis,NA,2,NA
fb,1071,lachnolaimus maximus,1.100000023841858,NA,NA
fb,1071,lachnolaimus maximus,1.600000023841858,NA,NA
fb,1071,lachnolaimus maximus,7,NA,NA
fb,1071,lachnolaimus maximus,6.5,NA,NA
fb,47280,ladislavia taczanowskii,3,NA,NA
fb,2014,laemonema longipes,NA,5,6
fb,2014,laemonema longipes,NA,5,8
fb,2014,laemonema longipes,NA,3,8
fb,4761,lagocephalus sceleratus,3,NA,NA
fb,4761,lagocephalus sceleratus,3,NA,NA
fb,3576,lagodon rhomboides,NA,2,NA
fb,3576,lagodon rhomboides,NA,2,NA
fb,49723,laimosemion agilae,NA,0.8299999833106995,NA
fb,49805,laimosemion xiphidius,1,NA,NA
fb,88,lamna nasus,NA,5,NA
fb,88,lamna nasus,10,8,11
fb,88,lamna nasus,17,15,18
fb,88,lamna nasus,NA,6,10
fb,88,lamna nasus,NA,12,16
fb,88,lamna nasus,NA,5,NA
fb,88,lamna nasus,10,8,11
fb,88,lamna nasus,17,15,18
fb,88,lamna nasus,NA,6,10
fb,88,lamna nasus,NA,12,16
fb,4480,lampetra fluviatilis,NA,4,6
fb,4480,lampetra fluviatilis,NA,4,5
fb,4480,lampetra fluviatilis,NA,6,7
fb,4480,lampetra fluviatilis,NA,5,9
fb,4480,lampetra fluviatilis,NA,4,6
fb,4480,lampetra fluviatilis,NA,4,5
fb,4480,lampetra fluviatilis,NA,6,7
fb,4480,lampetra fluviatilis,NA,5,9
fb,4481,lampetra planeri,NA,6,7
fb,4481,lampetra planeri,4,3,5
fb,4481,lampetra planeri,NA,6,7
fb,4481,lampetra planeri,4,3,5
fb,4589,lateolabrax japonicus,NA,2,NA
fb,4497,lates angustifrons,4,3,5
fb,4497,lates angustifrons,4,3,5
fb,346,lates calcarifer,NA,1,5
fb,346,lates calcarifer,NA,3,5
fb,9898,lates mariae,4,NA,NA
fb,9898,lates mariae,4,NA,NA
fb,9898,lates mariae,3,NA,NA
fb,9898,lates mariae,3,NA,NA
fb,4801,lates microlepis,4,3,5
fb,4801,lates microlepis,4,3,5
fb,347,lates niloticus,NA,2,3
fb,4498,lates stappersii,2.299999952316284,NA,NA
fb,4498,lates stappersii,2,NA,NA
fb,4498,lates stappersii,2,NA,NA
fb,4498,lates stappersii,2,NA,NA
fb,4498,lates stappersii,2,NA,NA
fb,2063,latimeria chalumnae,NA,27,NA
fb,12960,latridopsis ciliaris,NA,5,6
fb,14417,latris lineata,6.800000190734863,5.5,NA
fb,14417,latris lineata,6.199999809265137,5.900000095367432,NA
fb,456,lebetus scorpioides,NA,1,2
fb,4800,leiopotherapon unicolor,1,NA,NA
fb,4800,leiopotherapon unicolor,1,NA,NA
fb,47989,leocottus kesslerii,NA,2,NA
fb,2017,lepidion lepidion,NA,8,9
fb,2017,lepidion lepidion,NA,8,9
fb,7045,lepidonotothen squamifrons,NA,7,8
fb,7045,lepidonotothen squamifrons,NA,8,9
fb,6591,lepidophanes guentheri,0.5,NA,NA
fb,24237,lepidopsetta bilineata,9,NA,NA
fb,24237,lepidopsetta bilineata,9,NA,NA
fb,58882,lepidopsetta polyxystra,7,NA,NA
fb,58882,lepidopsetta polyxystra,6,NA,NA
fb,58882,lepidopsetta polyxystra,8,NA,NA
fb,27,lepidorhombus boscii,1,1,4
fb,27,lepidorhombus boscii,2,NA,NA
fb,27,lepidorhombus boscii,1,NA,NA
fb,28,lepidorhombus whiffiagonis,3,NA,NA
fb,28,lepidorhombus whiffiagonis,4,NA,NA
fb,28,lepidorhombus whiffiagonis,1.5,1,2
fb,28,lepidorhombus whiffiagonis,2,NA,NA
fb,28,lepidorhombus whiffiagonis,2.5,NA,NA
fb,1722,lepidotrigla cavillone,2,NA,NA
fb,1075,lepisosteus oculatus,4,NA,NA
fb,1075,lepisosteus oculatus,NA,3,4
fb,1075,lepisosteus oculatus,NA,1,2
fb,1075,lepisosteus oculatus,NA,1,2
fb,1076,lepisosteus osseus,NA,3,4
fb,1076,lepisosteus osseus,6,NA,NA
fb,1076,lepisosteus osseus,6,NA,NA
fb,1076,lepisosteus osseus,NA,2,3
fb,1076,lepisosteus osseus,NA,5,6
fb,3372,lepomis gibbosus,2,2,2
fb,3372,lepomis gibbosus,NA,3,NA
fb,3372,lepomis gibbosus,NA,1,3
fb,3372,lepomis gibbosus,NA,2,3
fb,28194,leporinus acutidens,1,NA,NA
fb,28194,leporinus acutidens,2,NA,NA
fb,12330,leporinus friderici,NA,2,NA
fb,12330,leporinus friderici,NA,1,NA
fb,3788,leptoclinus maculatus,7,NA,NA
fb,3788,leptoclinus maculatus,6,NA,NA
fb,4112,leptocottus armatus,1,NA,NA
fb,7685,lesueurigobius friesii,2,NA,NA
fb,59863,lethenteron alaskense,NA,5,NA
fb,59863,lethenteron alaskense,NA,5,NA
fb,2521,lethenteron appendix,5,NA,NA
fb,2521,lethenteron appendix,5,NA,NA
fb,2524,lethenteron camtschaticum,NA,4,5
fb,2524,lethenteron camtschaticum,NA,4,5
fb,25867,lethenteron zanandreai,NA,5,5.5
fb,25867,lethenteron zanandreai,NA,5,5.5
fb,2171,lethrinops parvidens,3,NA,NA
fb,1854,lethrinus atkinsoni,NA,5,NA
fb,1854,lethrinus atkinsoni,NA,3.700000047683716,NA
fb,1854,lethrinus atkinsoni,NA,2,3
fb,1844,lethrinus borbonicus,1.2999999523162842,NA,NA
fb,1844,lethrinus borbonicus,2,NA,NA
fb,1851,lethrinus harak,NA,1,2
fb,1863,lethrinus lentjan,3.799999952316284,NA,NA
fb,1863,lethrinus lentjan,NA,2,NA
fb,1863,lethrinus lentjan,3.5,2.700000047683716,NA
fb,1863,lethrinus lentjan,1.7999999523162842,NA,NA
fb,1863,lethrinus lentjan,2.4000000953674316,NA,NA
fb,1843,lethrinus mahsena,NA,3,NA
fb,1843,lethrinus mahsena,6,NA,NA
fb,1845,lethrinus microdon,3,NA,NA
fb,1845,lethrinus microdon,4.800000190734863,NA,NA
fb,1858,lethrinus miniatus,NA,2,3
fb,1858,lethrinus miniatus,NA,3,4
fb,1858,lethrinus miniatus,4,NA,NA
fb,1846,lethrinus nebulosus,5.900000095367432,NA,NA
fb,1846,lethrinus nebulosus,4.599999904632568,NA,NA
fb,1846,lethrinus nebulosus,4,NA,NA
fb,1846,lethrinus nebulosus,3,NA,NA
fb,1846,lethrinus nebulosus,NA,4,4.5
fb,1846,lethrinus nebulosus,9,7,NA
fb,1846,lethrinus nebulosus,8,6,NA
fb,1847,lethrinus obsoletus,NA,2,3
fb,1864,lethrinus olivaceus,NA,4.099999904632568,NA
fb,1864,lethrinus olivaceus,6,5.099999904632568,NA
fb,1866,lethrinus ornatus,2,NA,NA
fb,61537,lethrinus ravus,NA,1,2
fb,1848,lethrinus rubrioperculatus,NA,1,2
fb,4782,leucaspius delineatus,1,1,1
fb,4782,leucaspius delineatus,NA,1,NA
fb,4783,leuciscus aspius,NA,9,NA
fb,4783,leuciscus aspius,NA,8,NA
fb,4783,leuciscus aspius,NA,3,4
fb,4783,leuciscus aspius,NA,4,5
fb,4783,leuciscus aspius,4,NA,NA
fb,4783,leuciscus aspius,4,NA,NA
fb,4783,leuciscus aspius,NA,3,5
fb,4783,leuciscus aspius,NA,5,NA
fb,56010,leuciscus baicalensis,NA,3,4
fb,56010,leuciscus baicalensis,NA,3,4
fb,2801,leuciscus idus,NA,6,9
fb,2801,leuciscus idus,NA,8,9
fb,2801,leuciscus idus,NA,5,6
fb,2801,leuciscus idus,5,5,5
fb,2801,leuciscus idus,NA,5,6
fb,2801,leuciscus idus,5.5,NA,NA
fb,2801,leuciscus idus,NA,5,7
fb,2801,leuciscus idus,NA,5,6
fb,4662,leuciscus leuciscus,NA,3,4
fb,4662,leuciscus leuciscus,4,3,5
fb,4662,leuciscus leuciscus,NA,2,3
fb,4662,leuciscus leuciscus,3,3,3
fb,4662,leuciscus leuciscus,4,NA,NA
fb,4662,leuciscus leuciscus,4,NA,NA
fb,4662,leuciscus leuciscus,3,NA,NA
fb,4662,leuciscus leuciscus,NA,3,NA
fb,4662,leuciscus leuciscus,NA,3,NA
fb,46549,leuciscus waleckii,3,2,4
fb,46549,leuciscus waleckii,NA,3,5
fb,15821,leucopsarion petersii,NA,NA,1
fb,2557,leucoraja erinacea,4.5,NA,NA
fb,2557,leucoraja erinacea,4,NA,NA
fb,2557,leucoraja erinacea,NA,3,4
fb,4326,leucoraja naevus,8,NA,NA
fb,4326,leucoraja naevus,9,NA,NA
fb,2562,leucoraja ocellata,NA,11,12
fb,26082,leucos aula,NA,1,3
fb,62588,leucos panosi,NA,3,NA
fb,3239,leuresthes tenuis,1.5,NA,NA
fb,520,limanda aspera,5,NA,NA
fb,520,limanda aspera,9,NA,NA
fb,520,limanda aspera,5,NA,NA
fb,520,limanda aspera,7,NA,NA
fb,520,limanda aspera,4,NA,NA
fb,520,limanda aspera,7,NA,NA
fb,520,limanda aspera,NA,4,5
fb,520,limanda aspera,NA,6,7
fb,520,limanda aspera,NA,4,5
fb,520,limanda aspera,NA,9,NA
fb,520,limanda aspera,NA,4,NA
fb,520,limanda aspera,10.5,NA,NA
fb,520,limanda aspera,10.140000343322754,9,NA
fb,521,limanda ferruginea,4.699999809265137,NA,NA
fb,521,limanda ferruginea,5.300000190734863,NA,NA
fb,521,limanda ferruginea,5.5,NA,NA
fb,521,limanda ferruginea,4.400000095367432,NA,NA
fb,521,limanda ferruginea,NA,5.5,7.400000095367432
fb,521,limanda ferruginea,6.199999809265137,NA,NA
fb,521,limanda ferruginea,6.800000190734863,NA,NA
fb,521,limanda ferruginea,6.099999904632568,NA,NA
fb,521,limanda ferruginea,6.119999885559082,NA,NA
fb,521,limanda ferruginea,2.5999999046325684,NA,NA
fb,521,limanda ferruginea,1.7999999523162842,NA,NA
fb,521,limanda ferruginea,1.600000023841858,NA,NA
fb,521,limanda ferruginea,2.5999999046325684,NA,NA
fb,521,limanda ferruginea,1.2999999523162842,NA,NA
fb,521,limanda ferruginea,1.7999999523162842,NA,NA
fb,695,limanda limanda,NA,2,3
fb,695,limanda limanda,NA,3,5
fb,695,limanda limanda,NA,2.5999999046325684,NA
fb,695,limanda limanda,NA,2,NA
fb,695,limanda limanda,NA,2,3
fb,695,limanda limanda,NA,2,3
fb,695,limanda limanda,3.5,NA,NA
fb,695,limanda limanda,3,NA,NA
fb,695,limanda limanda,2.299999952316284,NA,NA
fb,8882,limanda punctatissima,4,NA,NA
fb,50421,limanda sakhalinensis,NA,3,4
fb,4665,limia vittata,0.6600000262260437,NA,NA
fb,48083,limnocottus pallidus,NA,5,NA
fb,4244,liopsetta glacialis,NA,2,NA
fb,4244,liopsetta glacialis,NA,4,6
fb,4244,liopsetta glacialis,NA,4,6
fb,6592,lithognathus aureti,6,NA,NA
fb,6592,lithognathus aureti,4.800000190734863,NA,NA
fb,6592,lithognathus aureti,9.699999809265137,NA,NA
fb,6592,lithognathus aureti,7.199999809265137,NA,NA
fb,706,lithognathus mormyrus,2,NA,NA
fb,706,lithognathus mormyrus,3,NA,NA
fb,706,lithognathus mormyrus,2,NA,NA
fb,706,lithognathus mormyrus,NA,2,NA
fb,706,lithognathus mormyrus,2,NA,NA
fb,706,lithognathus mormyrus,2,NA,NA
fb,1077,lobotes surinamensis,1,NA,NA
fb,5094,lophius budegassa,NA,4,NA
fb,5094,lophius budegassa,NA,9,10
fb,5094,lophius budegassa,NA,7,NA
fb,5094,lophius budegassa,NA,8,NA
fb,23247,lophius litulon,5.400000095367432,4,7
fb,23247,lophius litulon,6.199999809265137,5,8
fb,716,lophius piscatorius,NA,14,NA
fb,716,lophius piscatorius,NA,6,NA
fb,716,lophius piscatorius,4.5,NA,NA
fb,10256,lophius vomerinus,NA,4,NA
fb,362,lopholatilus chamaeleonticeps,5,NA,NA
fb,362,lopholatilus chamaeleonticeps,5,NA,NA
fb,362,lopholatilus chamaeleonticeps,2,NA,NA
fb,15383,lopholatilus villarii,NA,7,8
fb,15383,lopholatilus villarii,NA,5,6
fb,310,lota lota,NA,4,NA
fb,310,lota lota,NA,3,NA
fb,310,lota lota,NA,4,NA
fb,310,lota lota,3,3,3
fb,310,lota lota,4,4,4
fb,310,lota lota,6,NA,NA
fb,310,lota lota,7,NA,NA
fb,310,lota lota,NA,5.5,7.5
fb,310,lota lota,NA,6,7
fb,310,lota lota,NA,3,4
fb,310,lota lota,NA,6,7
fb,310,lota lota,NA,2,4
fb,310,lota lota,NA,2,NA
fb,310,lota lota,NA,3,NA
fb,25791,luciobarbus albanicus,NA,3,4
fb,23592,luciobarbus bocagei,NA,3,NA
fb,23592,luciobarbus bocagei,NA,6,8
fb,4637,luciobarbus brachycephalus,NA,5,7
fb,23005,luciobarbus capito,NA,3,7
fb,46094,luciobarbus graellsii,NA,4,NA
fb,23605,luciobarbus sclateri,NA,4,5
fb,23605,luciobarbus sclateri,NA,2,NA
fb,23605,luciobarbus sclateri,NA,2,4
fb,23605,luciobarbus sclateri,NA,6,7
fb,54895,luciobrama macrocephalus,NA,4,NA
fb,54895,luciobrama macrocephalus,NA,5,NA
fb,1380,lumpenus lampretaeformis,3,NA,NA
fb,1403,lutjanus analis,5.5,NA,NA
fb,1407,lutjanus argentimaculatus,5,NA,NA
fb,1407,lutjanus argentimaculatus,4,NA,NA
fb,1408,lutjanus argentiventris,4,4,5
fb,1417,lutjanus bohar,9.390000343322754,3,NA
fb,1417,lutjanus bohar,NA,2,NA
fb,1424,lutjanus carponotatus,1.899999976158142,NA,NA
fb,1424,lutjanus carponotatus,2.4000000953674316,NA,NA
fb,793,lutjanus ehrenbergii,1.7000000476837158,NA,NA
fb,793,lutjanus ehrenbergii,1.7999999523162842,NA,NA
fb,1406,lutjanus erythropterus,NA,4,NA
fb,261,lutjanus fulviflamma,1.600000023841858,NA,NA
fb,261,lutjanus fulviflamma,1.899999976158142,NA,NA
fb,262,lutjanus fulvus,4,NA,NA
fb,262,lutjanus fulvus,3,NA,NA
fb,266,lutjanus griseus,NA,2,NA
fb,266,lutjanus griseus,3,NA,NA
fb,266,lutjanus griseus,2,NA,NA
fb,266,lutjanus griseus,2,NA,NA
fb,154,lutjanus jocu,5.5,NA,NA
fb,171,lutjanus purpureus,NA,5.5,NA
fb,177,lutjanus sanguineus,NA,6,NA
fb,177,lutjanus sanguineus,NA,2.5,3
fb,181,lutjanus synagris,NA,1,NA
fb,181,lutjanus synagris,NA,1,NA
fb,181,lutjanus synagris,2,NA,NA
fb,181,lutjanus synagris,2,NA,NA
fb,181,lutjanus synagris,1,NA,NA
fb,181,lutjanus synagris,2,NA,NA
fb,184,lutjanus vitta,1,NA,3
fb,185,lutjanus vivanus,5,NA,NA
fb,2849,luxilus chrysocephalus,2,NA,NA
fb,2851,luxilus cornutus,1,NA,NA
fb,4246,lyopsetta exilis,4,NA,NA
fb,2910,lythrurus umbratilis,1,NA,NA
fb,3889,lythrypnus zebra,0.5,NA,NA
fb,10311,maccullochella peelii,NA,5,6
fb,10311,maccullochella peelii,NA,4,5
fb,10311,maccullochella peelii,NA,6.210000038146973,11.199999809265137
fb,10311,maccullochella peelii,NA,4,NA
fb,10311,maccullochella peelii,NA,4,5
fb,10311,maccullochella peelii,NA,3,4
fb,10311,maccullochella peelii,NA,4,NA
fb,10311,maccullochella peelii,NA,3,5
fb,10311,maccullochella peelii,NA,4,NA
fb,10312,macquaria ambigua,NA,4,5
fb,10312,macquaria ambigua,NA,2,3
fb,10566,macquaria australasica,NA,3,NA
fb,10566,macquaria australasica,NA,2,NA
fb,2792,macrhybopsis storeriana,2,NA,NA
fb,417,macrodon ancylodon,NA,2.700000047683716,NA
fb,331,macrourus berglax,14.800000190734863,NA,NA
fb,331,macrourus berglax,NA,14.800000190734863,NA
fb,1825,macruronus novaezelandiae,NA,3,4
fb,1825,macruronus novaezelandiae,NA,3,4
fb,1825,macruronus novaezelandiae,NA,4,7
fb,1825,macruronus novaezelandiae,NA,4,5
fb,218,makaira mazara,NA,4,NA
fb,252,mallotus villosus,3,NA,NA
fb,252,mallotus villosus,3,NA,NA
fb,252,mallotus villosus,NA,2,NA
fb,252,mallotus villosus,2,NA,NA
fb,252,mallotus villosus,2,NA,NA
fb,252,mallotus villosus,2,NA,NA
fb,252,mallotus villosus,2,NA,NA
fb,252,mallotus villosus,2,NA,NA
fb,252,mallotus villosus,NA,2,3
fb,252,mallotus villosus,3,2,4
fb,7121,mancopsetta maculata,NA,2,3
fb,10142,margariscus margarita,4,NA,NA
fb,754,maurolicus muelleri,1,NA,NA
fb,3597,medialuna californiensis,2,NA,NA
fb,62363,megalobrama mantschuricus,NA,6,NA
fb,62363,megalobrama mantschuricus,NA,3,NA
fb,4789,megalobrama terminalis,6,NA,NA
fb,1079,megalops atlanticus,10,NA,NA
fb,1079,megalops atlanticus,NA,7,10
fb,1381,melanogrammus aeglefinus,NA,5,NA
fb,1381,melanogrammus aeglefinus,NA,3,NA
fb,1381,melanogrammus aeglefinus,NA,4,NA
fb,1381,melanogrammus aeglefinus,NA,2,NA
fb,1381,melanogrammus aeglefinus,1.5,NA,NA
fb,1381,melanogrammus aeglefinus,1.7999999523162842,NA,NA
fb,1381,melanogrammus aeglefinus,1.2999999523162842,NA,NA
fb,1381,melanogrammus aeglefinus,2.0999999046325684,NA,NA
fb,1381,melanogrammus aeglefinus,2.5,NA,NA
fb,1381,melanogrammus aeglefinus,2,NA,NA
fb,1381,melanogrammus aeglefinus,NA,5,10
fb,1381,melanogrammus aeglefinus,4.880000114440918,NA,NA
fb,1381,melanogrammus aeglefinus,4.5,NA,NA
fb,1381,melanogrammus aeglefinus,NA,2,3
fb,1381,melanogrammus aeglefinus,2,NA,NA
fb,1381,melanogrammus aeglefinus,6.5,4,10
fb,1381,melanogrammus aeglefinus,4.5,2,10
fb,1381,melanogrammus aeglefinus,5.5,3,8
fb,1381,melanogrammus aeglefinus,4.5,3,8
fb,1381,melanogrammus aeglefinus,3.5,2,8
fb,1381,melanogrammus aeglefinus,3.5,2,8
fb,1381,melanogrammus aeglefinus,4.5,3,8
fb,1381,melanogrammus aeglefinus,3,2,5
fb,1381,melanogrammus aeglefinus,2.619999885559082,NA,NA
fb,1381,melanogrammus aeglefinus,5.789999961853027,NA,NA
fb,1381,melanogrammus aeglefinus,3.0399999618530273,NA,NA
fb,1381,melanogrammus aeglefinus,1.9900000095367432,NA,NA
fb,1381,melanogrammus aeglefinus,2.5,NA,NA
fb,1381,melanogrammus aeglefinus,2.799999952316284,NA,NA
fb,1381,melanogrammus aeglefinus,NA,3,5
fb,1381,melanogrammus aeglefinus,NA,NA,4
fb,1381,melanogrammus aeglefinus,NA,2,NA
fb,1381,melanogrammus aeglefinus,NA,4,7
fb,1381,melanogrammus aeglefinus,NA,2,4
fb,1381,melanogrammus aeglefinus,NA,4,5
fb,1381,melanogrammus aeglefinus,NA,3,6
fb,1381,melanogrammus aeglefinus,NA,2,3
fb,22685,melanotaenia fluviatilis,NA,0.8299999833106995,1
fb,13102,melanotaenia splendida,1,0.5,NA
fb,13102,melanotaenia splendida,1,0.5,NA
fb,409,menticirrhus americanus,1,NA,NA
fb,409,menticirrhus americanus,2,NA,NA
fb,409,menticirrhus americanus,1,NA,NA
fb,3587,menticirrhus undulatus,2.5,NA,NA
fb,29,merlangius merlangus,NA,3,4
fb,29,merlangius merlangus,NA,2,NA
fb,29,merlangius merlangus,NA,1,2
fb,29,merlangius merlangus,1.5,NA,NA
fb,29,merlangius merlangus,1.5,NA,NA
fb,29,merlangius merlangus,2,1,3
fb,29,merlangius merlangus,1.159999966621399,NA,NA
fb,29,merlangius merlangus,NA,1,2
fb,1827,merluccius angustimanus,3,NA,NA
fb,322,merluccius australis,NA,6,7
fb,322,merluccius australis,NA,7,8
fb,322,merluccius australis,8,NA,NA
fb,322,merluccius australis,7,NA,NA
fb,322,merluccius australis,NA,6,10
fb,322,merluccius australis,NA,6,10
fb,323,merluccius bilinearis,NA,3,NA
fb,323,merluccius bilinearis,1.7000000476837158,NA,NA
fb,323,merluccius bilinearis,1.600000023841858,NA,NA
fb,323,merluccius bilinearis,1.7000000476837158,NA,NA
fb,323,merluccius bilinearis,1.600000023841858,NA,NA
fb,1828,merluccius capensis,4.900000095367432,NA,NA
fb,1828,merluccius capensis,3.900000095367432,NA,NA
fb,324,merluccius gayi gayi,NA,2,NA
fb,325,merluccius hubbsi,NA,6,NA
fb,30,merluccius merluccius,NA,7,NA
fb,30,merluccius merluccius,NA,5,NA
fb,30,merluccius merluccius,NA,5.5,NA
fb,30,merluccius merluccius,NA,2,4
fb,30,merluccius merluccius,NA,2,4
fb,30,merluccius merluccius,NA,3,NA
fb,30,merluccius merluccius,NA,4,NA
fb,30,merluccius merluccius,NA,8,NA
fb,30,merluccius merluccius,NA,3,NA
fb,30,merluccius merluccius,NA,2,NA
fb,30,merluccius merluccius,NA,4,6
fb,30,merluccius merluccius,NA,6,8
fb,30,merluccius merluccius,2.5,NA,NA
fb,30,merluccius merluccius,4.400000095367432,NA,NA
fb,30,merluccius merluccius,3.5,NA,NA
fb,30,merluccius merluccius,3,NA,NA
fb,30,merluccius merluccius,4.119999885559082,NA,NA
fb,30,merluccius merluccius,2.859999895095825,NA,NA
fb,30,merluccius merluccius,3.0899999141693115,NA,NA
fb,30,merluccius merluccius,3.799999952316284,NA,NA
fb,1826,merluccius paradoxus,4.699999809265137,NA,NA
fb,1826,merluccius paradoxus,3.700000047683716,NA,NA
fb,326,merluccius productus,NA,3.799999952316284,NA
fb,326,merluccius productus,3,NA,NA
fb,326,merluccius productus,NA,3,4
fb,326,merluccius productus,NA,3,4
fb,326,merluccius productus,4,NA,NA
fb,48035,mesocottus haitej,3,NA,NA
fb,16305,mesogobius batrachocephalus,3,NA,NA
fb,47961,mesogobius nonultimus,NA,2,3
fb,7690,microchirus theophila,3,NA,5
fb,32,microchirus variegatus,NA,3,NA
fb,1879,microgadus proximus,NA,2,NA
fb,320,micromesistius australis,NA,4,5
fb,320,micromesistius australis,3,NA,NA
fb,320,micromesistius australis,3,2,NA
fb,31,micromesistius poutassou,1,NA,NA
fb,31,micromesistius poutassou,NA,3,NA
fb,31,micromesistius poutassou,NA,5,NA
fb,31,micromesistius poutassou,2.299999952316284,NA,NA
fb,31,micromesistius poutassou,2,NA,NA
fb,31,micromesistius poutassou,2,NA,NA
fb,31,micromesistius poutassou,NA,2,7
fb,31,micromesistius poutassou,2.3499999046325684,NA,NA
fb,31,micromesistius poutassou,1,NA,NA
fb,31,micromesistius poutassou,3.0999999046325684,NA,NA
fb,47816,microphysogobio tungtingensis,2,NA,NA
fb,7620,micropogonias furnieri,NA,3,4
fb,7620,micropogonias furnieri,NA,2,NA
fb,408,micropogonias undulatus,1,NA,2
