spec_code,species,db,length,length_female,common_length,common_length_f
22644,glossobius impressus,slb,1.10000002384186,4,NA,NA
103040,glossocardia obesa,slb,3.84,NA,NA,NA
7710,glossodoris agassizi,slb,8,NA,NA,NA
87320,glossodoris averni,slb,6,NA,NA,NA
87323,glossodoris cincta,slb,6,NA,NA,NA
87322,glossodoris cruentus,slb,4.5,NA,NA,NA
87324,glossodoris electra,slb,4,NA,NA,NA
87325,glossodoris hikuerensis,slb,8,NA,NA,NA
7713,glossodoris norrisi,slb,6.09999990463257,NA,NA,NA
87327,glossodoris pallida,slb,3.5,NA,NA,NA
87329,glossodoris poliahu,slb,3.5,NA,NA,NA
87330,glossodoris rufomarginata,slb,5,NA,NA,NA
428,glossodoris sedna,slb,7.5,NA,NA,NA
87336,glossodoris stellatus,slb,13,NA,NA,NA
87334,glossodoris symmetricus,slb,3,NA,NA,NA
7716,glossodoris tura,slb,1,NA,NA,NA
87326,glossodoris undaurum,slb,7,NA,NA,NA
7717,glossodoris zebra,slb,11.5,NA,NA,NA
101031,glossus vulgaris,slb,5,NA,NA,NA
39930,glycera alba,slb,7.5,NA,NA,NA
39920,glycera capitata,slb,15,NA,NA,NA
47611,glycymeris decussata,slb,5.5,NA,NA,NA
47609,glycymeris glycymeris,slb,6.5,NA,NA,NA
148941,glycymeris longior,slb,3.5,NA,NA,NA
140597,glycymeris nummaria,slb,7,NA,NA,NA
148691,glycymeris oculata,slb,2.2,NA,NA,NA
83986,glycymeris reevei,slb,7.5,NA,4,NA
84586,glycymeris scripta,slb,NA,NA,7,NA
47607,glycymeris septentrionalis,slb,4.5,NA,NA,NA
47613,glycymeris spectralis,slb,1.9,NA,NA,NA
148693,glycymeris tellinaeformis,slb,3.8,NA,NA,NA
47614,glycymeris undata,slb,3.2,NA,NA,NA
84587,glycymeris vovan,slb,NA,NA,7,NA
102164,glyphocrangon rudis,slb,1.3,1.59,NA,NA
25942,glyphocrangon spinulosa,slb,11,NA,NA,NA
97846,glyphostoma claudoni,slb,1.3,NA,NA,NA
6279,glyphostoma dentiferum,slb,3.2,NA,NA,NA
6280,glyphostoma elsae,slb,1.43,NA,NA,NA
97485,glyphostoma epicasta,slb,3.1,NA,NA,NA
6276,glyphostoma gabbii,slb,1.75,NA,NA,NA
6281,glyphostoma golfoyaquense,slb,2,NA,NA,NA
147634,glyphostoma gratulum,slb,1.75,NA,NA,NA
147520,glyphostoma leucum,slb,1.5,NA,NA,NA
97814,glyphostoma phalera,slb,1.23,NA,NA,NA
6283,glyphostoma pilsbryi,slb,0.95,NA,NA,NA
148902,glyphostoma turtoni,slb,1.8,NA,NA,NA
6098,glyphoturris eritima,slb,0.8,NA,NA,NA
6096,glyphoturris quadrata,slb,0.6,NA,NA,NA
6099,glyphoturris rugirima,slb,0.8,NA,NA,NA
24921,glyphus marsupialis,slb,16.7000007629395,NA,NA,NA
430,glyptaesopus proctorae,slb,0.9,NA,NA,NA
148826,glypteuthria meridionalis,slb,0.87,NA,NA,NA
12058,glyptonotus antarcticus,slb,9,NA,NA,NA
26159,glypturus acanthochirus,slb,13.2,NA,NA,NA
14769,glypturus armatus,slb,14,NA,NA,NA
90920,gnathia sifae,slb,0.88,NA,NA,NA
60937,gnathostomula axi,slb,0.100000001490116,NA,NA,NA
87462,godiva quadricolor,slb,3,NA,NA,NA
8620,godiva rubrolineata,slb,2.1,NA,NA,NA
148434,goethemia elegantula,slb,0.77,NA,NA,NA
59841,golfingia capensis,slb,20,NA,NA,NA
59842,golfingia elongata,slb,3,NA,NA,NA
59848,golfingia vulgaris,slb,0.4,NA,NA,NA
86707,gomphina aequilatera,slb,9,NA,7.5,NA
57364,gonatopsis makko,slb,25,NA,NA,NA
57427,gonatus fabricii,slb,38.5,NA,NA,NA
57666,gonatus kamtschaticus,slb,30,NA,NA,NA
57660,gonatus madokai,slb,33,NA,NA,NA
57431,gonatus onyx,slb,15,NA,NA,NA
57555,gonatus steenstrupi,slb,15,NA,NA,NA
27126,goneplax rhomboides,slb,3.4,1.8,NA,NA
103164,gonimyrtea avia,slb,1.1,NA,NA,NA
103165,gonimyrtea fidelis,slb,1.01,NA,NA,NA
87240,goniobranchus decorus,slb,2,NA,NA,NA
87235,goniobranchus fidelis,slb,4,NA,NA,NA
87268,goniobranchus hintuanensis,slb,1.60000002384186,NA,NA,NA
87265,goniobranchus kuniei,slb,5,NA,NA,NA
87243,goniobranchus verrieri,slb,2,NA,NA,NA
150441,goniodoris mimula,slb,1,NA,NA,NA
43865,gonionemus vertens,slb,2.5,NA,NA,NA
43870,gonionemus vindobonensis,slb,0.16,NA,NA,NA
27215,goniopsis cruentata,slb,5.6,5.1,NA,NA
90372,gonodactylaceus falcatus,slb,6,8,NA,NA
90388,gonodactylaceus glabrous,slb,NA,8,NA,NA
90389,gonodactylaceus graphurus,slb,NA,9,NA,NA
93019,gonodactylaceus mutatus,slb,6,NA,4,NA
90391,gonodactylaceus ternatensis,slb,8.7,NA,5,NA
90394,gonodactylellus affinis,slb,3.8,NA,NA,NA
91683,gonodactylellus annularis,slb,2.1,NA,NA,NA
91684,gonodactylellus caldwelli,slb,NA,7,NA,NA
91696,gonodactylellus espinosus,slb,4.55,NA,NA,NA
92995,gonodactylellus kandi,slb,1.3,NA,NA,NA
91706,gonodactylellus micronesicus,slb,2.7,NA,NA,NA
91719,gonodactylellus rubriguttatus,slb,2.8,NA,NA,NA
91722,gonodactylellus snidvongsi,slb,1.7,NA,NA,NA
91736,gonodactylellus viridis,slb,5.5,NA,NA,NA
91761,gonodactylus childi,slb,NA,4.2,NA,NA
91764,gonodactylus chiragra,slb,10.5,NA,NA,NA
91776,gonodactylus platysoma,slb,11,NA,NA,NA
91825,gonodactylus smithii,slb,NA,9,NA,NA
49582,gorgonocephalus eucnemis,slb,76,NA,NA,NA
58154,gorgorhynchoides bullocki,slb,4,5.3,NA,NA
58153,gorgorhynchoides elongatus,slb,6.8,7.6,NA,NA
58155,gorgorhynchoides lintoni,slb,6.9,7.6,NA,NA
43882,gossea brachymera,slb,2,NA,NA,NA
43883,gossea corynetes,slb,1.2,NA,NA,NA
43042,gotoea similis,slb,0.3,NA,NA,NA
43043,gotoea typica,slb,0.28,NA,NA,NA
48889,gouldia cerina,slb,1.3,NA,NA,NA
147613,gouldia insularis,slb,0.7,NA,NA,NA
150709,gracilancilla lindae,slb,1.6,NA,NA,NA
149245,granulina agger,slb,0.21,NA,NA,NA
149954,granulina aidae,slb,0.16,NA,NA,NA
147695,granulina amianta,slb,0.28,NA,NA,NA
148189,granulina antillensis,slb,0.17,NA,NA,NA
147437,granulina clandestinella,slb,0.5,NA,NA,NA
149933,granulina guanajatabey,slb,0.18,NA,NA,NA
4635,granulina hadria,slb,0.26,NA,NA,NA
149943,granulina lagrifa,slb,0.19,NA,NA,NA
149955,granulina lazaroi,slb,0.155,NA,NA,NA
120905,gracilaria maramae,slb,50,NA,20,NA
125773,gracilaria salicornia,slb,10,NA,NA,NA
42867,grammaria abietina,slb,10,NA,NA,NA
69395,grampus griseus,slb,380,NA,NA,NA
24126,grandidierella bonnieroides,slb,NA,NA,NA,0.54
88909,graneledone gonzalezi,slb,33.5,NA,NA,NA
58214,graneledone verrucosa,slb,50,NA,NA,NA
88911,graneledone yamana,slb,8,NA,NA,NA
147663,granigyra limata,slb,0.25,NA,NA,NA
149768,granigyra oblatogyra,slb,0.25,NA,NA,NA
149703,granigyra radiata,slb,0.25,NA,NA,NA
149484,granigyra spinulosa,slb,0.25,NA,NA,NA
150038,granoturris padolina,slb,0.9,NA,NA,NA
6100,granoturris presleyi,slb,0.47,NA,NA,NA
149187,granoturris rhysa,slb,1.25,NA,NA,NA
50730,grantia compressa,slb,15,NA,NA,NA
149914,granulina minae,slb,0.16,NA,NA,NA
149956,granulina molinai,slb,0.185,NA,NA,NA
147800,granulina tinolia,slb,0.3,NA,NA,NA
149255,graphis ambigua,slb,1,NA,NA,NA
151372,graphis eikenboomi,slb,0.19,NA,NA,NA
151373,graphis lightbourni,slb,0.18,NA,NA,NA
150255,graphis menkhorsti,slb,0.17,NA,NA,NA
433,graphis underwoodae,slb,0.32,NA,NA,NA
21498,grapsus albolineatus,slb,5.027,5.914,NA,NA
106239,grapsus granulosus,slb,1.971,2.111,NA,NA
27217,grapsus grapsus,slb,7.69999980926514,NA,NA,NA
21500,grapsus tenuicrustatus,slb,8,NA,NA,NA
60147,graptacme calamus,slb,2.3,NA,NA,NA
60145,graptacme eborea,slb,6,NA,NA,NA
60149,graptacme perlonga,slb,9,NA,NA,NA
59970,graptacme semistriolata,slb,4.6,NA,NA,NA
47682,gregariella coralliophaga,slb,1.9,NA,NA,NA
148293,gregorioiscala pachya,slb,3.3,NA,NA,NA
58183,grimalditeuthis bonplandii,slb,25,NA,NA,NA
88918,grimpoteuthis boylei,slb,11.5,NA,NA,NA
88921,grimpoteuthis challengeri,slb,37,NA,NA,NA
88922,grimpoteuthis discoveryi,slb,21,NA,NA,NA
57888,grimpoteuthis megaptera,slb,2.5,NA,NA,NA
57889,grimpoteuthis plena,slb,5.7,NA,NA,NA
57262,grimpoteuthis wuelkeri,slb,40,NA,NA,NA
103416,guildfordia aculeata,slb,4.5,NA,NA,NA
103411,guildfordia triumphans,slb,7,NA,NA,NA
103415,guildfordia yoka,slb,4.5,NA,NA,NA
130526,guinotinia cordis,slb,NA,2.51,NA,NA
130527,guinotinia lehouarnoi,slb,NA,1.61,NA,NA
97392,guraleus insculptus,slb,1.78,NA,NA,NA
74904,gygis alba,slb,33,NA,NA,NA
6101,gymnobela agassizii,slb,3.05,NA,NA,NA
1153,gymnobela aquilarum,slb,0.84,NA,NA,NA
147521,gymnobela atypha,slb,3.6,NA,NA,NA
149101,gymnobela bairdii,slb,5.5,NA,NA,NA
97747,gymnobela blakeana,slb,1.2,NA,NA,NA
99938,gymnobela chyta,slb,1.37,NA,NA,NA
147704,gymnobela edgariana,slb,6.4,NA,NA,NA
1155,gymnobela engonia,slb,1.7,NA,NA,NA
97675,gymnobela extensa,slb,1.25,NA,NA,NA
150107,gymnobela felderi,slb,0.8,NA,NA,NA
147635,gymnobela filifera,slb,1.75,NA,NA,NA
150108,gymnobela fredericqae,slb,1.05,NA,NA,NA
147815,gymnobela lineola,slb,0.55,NA,NA,NA
150109,gymnobela petiti,slb,1.05,NA,NA,NA
87204,gymnodoris aurita,slb,9,NA,NA,NA
87211,gymnodoris ceylonica,slb,5,NA,NA,NA
87205,gymnodoris citrina,slb,3,NA,NA,NA
87209,gymnodoris rubropapulosa,slb,5,NA,NA,NA
87213,gymnodoris striata,slb,5.5,NA,NA,NA
88178,gymnomenia virgulata,slb,0.41,NA,NA,NA
105052,gyrineum aculeatum,slb,5,NA,NA,NA
105048,gyrineum bituberculare,slb,4.5,NA,NA,NA
105051,gyrineum gyrinum,slb,4.5,NA,NA,NA
105050,gyrineum perca,slb,10,NA,NA,NA
149169,hadroconus altus,slb,0.82,NA,NA,NA
25464,hadropenaeus lucasii,slb,7.25,10,NA,NA
92894,hadrosquilla perpasta,slb,NA,5.7,NA,NA
59999,haeckelia bimaculata,slb,0.4,NA,NA,NA
60001,haeckelia rubra,slb,1,NA,NA,NA
42958,halammohydra octopodides,slb,0.04,NA,NA,NA
42959,halammohydra schulzei,slb,0.08,NA,NA,NA
42960,halammohydra vermiformis,slb,0.13,NA,NA,NA
105656,halecium petrosum,slb,19,NA,NA,NA
42708,halecium pusillum,slb,27,NA,NA,NA
87377,halgerda brunneomaculata,slb,2.5,NA,NA,NA
87376,halgerda carlsoni,slb,5,NA,NA,NA
87378,halgerda iota,slb,1.5,NA,NA,NA
87381,halgerda malesso,slb,7,NA,NA,NA
87379,halgerda terramtuentis,slb,5,NA,NA,NA
87380,halgerda tessellata,slb,3.5,NA,NA,NA
87382,halgerda willeyi,slb,7,NA,NA,NA
148273,halgyrineum louisae,slb,1.2,NA,NA,NA
155196,haliaeetus leucocephalus,slb,100,NA,NA,NA
57820,halichaetonotus aculifer,slb,0.0134,NA,NA,NA
59411,halichaetonotus decipiens,slb,0.0125,NA,NA,NA
58079,halichaetonotus etrolomus,slb,0.0112,NA,NA,NA
58081,halichaetonotus italicus,slb,0.0114,NA,NA,NA
58085,halichaetonotus margaretae,slb,0.014,NA,NA,NA
58086,halichaetonotus marivagus,slb,0.015,NA,NA,NA
58089,halichaetonotus pleuracanthus,slb,0.017,NA,NA,NA
58092,halichaetonotus spinosus,slb,0.0142,NA,NA,NA
58095,halichaetonotus thalassopais,slb,0.012,NA,NA,NA
68965,halichoerus grypus,slb,230,200,NA,NA
84505,halichondria lutea,slb,2,NA,NA,NA
51614,halichondria panicea,slb,60,NA,NA,NA
84460,haliclona curacaoensis,slb,4,NA,NA,NA
44226,halistaura cellularia,slb,9,NA,NA,NA
3106,halistylus columna,slb,0.58,NA,NA,NA
43171,halitholus cirratus,slb,1.4,NA,NA,NA
43172,halitholus intermedius,slb,0.7,NA,NA,NA
43170,halitholus pauper,slb,0.9,NA,NA,NA
43188,halitiara formosa,slb,0.3,NA,NA,NA
88339,haplogonaria amarilla,slb,0.065,NA,NA,NA
84461,haliclona implexiformis,slb,4,NA,NA,NA
84462,haliclona manglaris,slb,0.300000011920929,NA,NA,NA
84463,haliclona mucifibrosa,slb,15,NA,NA,NA
51282,haliclona permollis,slb,2.5,NA,NA,NA
84469,haliclona piscaderaensis,slb,0.5,NA,NA,NA
84464,haliclona tubifera,slb,0.490000009536743,NA,NA,NA
84467,haliclona twincayensis,slb,10,NA,1.20000004768372,NA
84466,haliclona vansoesti,slb,8,NA,NA,NA
84470,haliclona vermeuleni,slb,1.5,NA,NA,NA
44442,haliclystus antarcticus,slb,2.8,NA,NA,NA
44443,haliclystus auricula,slb,3,NA,NA,NA
44444,haliclystus borealis,slb,0.8,NA,NA,NA
44445,haliclystus kerguelensis,slb,2.7,NA,NA,NA
44448,haliclystus salpinx,slb,3,NA,NA,NA
44451,haliclystus stejnegeri,slb,1.8,NA,NA,NA
44548,halicreas minimum,slb,4,NA,NA,NA
61241,halicryptus higginsi,slb,39,NA,20,NA
4167,haliella stenostoma,slb,0.85,NA,NA,NA
43169,halimedusa typus,slb,1.3,NA,NA,NA
44421,halimocyathus platypus,slb,1,NA,NA,NA
4877,haliotinella patinaria,slb,1.4,NA,NA,NA
2580,haliotis asinina,slb,12,NA,9,NA
151152,haliotis aurantium,slb,1.5,NA,NA,NA
2572,haliotis corrugata,slb,25,NA,NA,NA
2571,haliotis cracherodii,slb,29,NA,NA,NA
2573,haliotis fulgens,slb,25,NA,NA,NA
83745,haliotis gigantea,slb,30,NA,NA,NA
86775,haliotis glabra,slb,5,NA,4,NA
2569,haliotis kamtschatkana,slb,17.5,NA,NA,NA
83746,haliotis midae,slb,25,NA,NA,NA
86776,haliotis ovina,slb,7,NA,6,NA
86779,haliotis planata,slb,4.5,NA,4,NA
2576,haliotis pourtalesii,slb,3,NA,NA,NA
83747,haliotis rubra,slb,20,NA,NA,NA
2570,haliotis rufescens,slb,26,NA,NA,NA
2575,haliotis sorenseni,slb,25,NA,NA,NA
2581,haliotis tuberculata,slb,12.3,NA,8,NA
86785,haliotis varia,slb,8,NA,6,NA
2574,haliotis walallensis,slb,17.5,NA,NA,NA
57566,haliphron atlanticus,slb,10,69,NA,NA
25486,haliporoides diomedeae,slb,10.1,21.5,NA,NA
25487,haliporoides sibogae,slb,16.5,20,NA,NA
25488,haliporoides triarthrus,slb,15,NA,NA,NA
47373,haliris fischeriana,slb,0.9,NA,NA,NA
84458,halisarca caerulea,slb,0.200000002980232,NA,NA,NA
44553,haliscera alba,slb,3.5,NA,NA,NA
44550,haliscera bigelowi,slb,1.9,NA,NA,NA
44551,haliscera conica,slb,1.8,NA,NA,NA
44552,haliscera racovitzae,slb,0.8,NA,NA,NA
42427,halisiphonia megalotheca,slb,2.5,NA,2,NA
44545,halitrephes maasi,slb,10,NA,NA,NA
150442,hallaxa apefae,slb,0.7,NA,NA,NA
7803,hallaxa chani,slb,3,NA,NA,NA
94712,hallaxa michaeli,slb,2.3,NA,NA,NA
43586,halmomises lacustris,slb,0.25,NA,NA,NA
73785,halobaena caerulea,slb,30,NA,NA,NA
149122,haloceras cingulatum,slb,1.32,NA,NA,NA
1945,haloceras trichotropoides,slb,0.36,NA,NA,NA
55206,halocynthia aurantium,slb,15,NA,NA,NA
55208,halocynthia dumosa,slb,0.8,NA,NA,NA
55210,halocynthia igaboja,slb,0.1,NA,NA,NA
89249,halocynthia microspinosa,slb,5,NA,NA,NA
55213,halocynthia pyriformis,slb,13,NA,NA,NA
31746,halocypria globosa,slb,0.300000011920929,0.224999994039536,NA,NA
31745,halocypris inflata,slb,0.174999997019768,0.180000007152557,NA,NA
45861,halomitra pileus,slb,60,NA,1.5,NA
149334,halonympha atlanta,slb,0.37,NA,NA,NA
44253,halopsis ocellata,slb,6.5,NA,NA,NA
7174,haminoea antillarum,slb,0.200000002980232,NA,NA,NA
7172,haminoea cymbalum,slb,2,NA,NA,NA
7169,haminoea elegans,slb,2.35,NA,NA,NA
147387,haminoea glabra,slb,0.43,NA,NA,NA
87533,haminoea japonica,slb,3.5,NA,NA,NA
94404,haminoea maugeansis,slb,1.5,NA,NA,NA
87534,haminoea ovalis,slb,1.20000004768372,NA,NA,NA
7175,haminoea petitii,slb,1.15,NA,NA,NA
7166,haminoea solitaria,slb,1.8,NA,NA,NA
7168,haminoea succinea,slb,1.2,NA,NA,NA
7165,haminoea vesicula,slb,2.40000009536743,NA,NA,NA
7167,haminoea virescens,slb,1.79999995231628,NA,NA,NA
87430,hancockia burni,slb,1,NA,NA,NA
1948,hancockia californica,slb,1.5,NA,NA,NA
8556,hancockia ryrca,slb,1.5,NA,NA,NA
58292,hanleya hanleyi,slb,0.7,NA,NA,NA
58294,hanleya mendicaria,slb,2.5,NA,NA,NA
58239,hanleya nagelfar,slb,6,NA,NA,NA
58293,hanleya tropicalis,slb,1,NA,NA,NA
58291,hanleyella oldroydi,slb,0.82,NA,NA,NA
57125,hapalochlaena fasciata,slb,15,NA,NA,NA
57387,hapalochlaena lunulata,slb,12,NA,NA,NA
57269,hapalochlaena maculosa,slb,22,NA,NA,NA
26506,hapalogaster cavicauda,slb,1.9,NA,NA,NA
149989,haplocochlias cubensis,slb,0.3,NA,NA,NA
150247,haplocochlias moolenbeeki,slb,0.47,NA,NA,NA
149987,haplocochlias nunezi,slb,0.52,NA,NA,NA
149988,haplocochlias ortizi,slb,0.3,NA,NA,NA
3356,haplocochlias swifti,slb,0.39,NA,NA,NA
88344,haplogonaria phyllospadicis,slb,0.045,NA,NA,NA
87474,hatschekia amplicapa,slb,0.129999995231628,NA,NA,NA
57563,helicocranchia pfefferi,slb,10,NA,NA,NA
88330,haplogonaria stradbrokensis,slb,0.044,NA,NA,NA
11768,haplomesus angustus,slb,0.48,NA,NA,NA
90955,haplomesus celticensis,slb,0.4,0.44,NA,NA
90956,haplomesus corniculatus,slb,0.42,NA,NA,NA
90958,haplomesus hanseni,slb,0.49,0.47,NA,NA
23614,haplomesus tropicalis,slb,0.31,0.41,NA,NA
88594,haploposthia lactomaculata,slb,0.3,NA,NA,NA
92590,haptosquilla glyptocercus,slb,NA,4.6,NA,NA
92592,haptosquilla trispinosa,slb,4.3,4.3,NA,NA
92593,haptosquilla tuberosa,slb,NA,3.7,NA,NA
150706,harasewychia harasewychi,slb,3.4,NA,NA,NA
105031,harpa amouretta,slb,6,NA,NA,NA
87028,harpa articularis,slb,11,NA,8.5,NA
87030,harpa harpa,slb,7.5,NA,6,NA
105030,harpa kajiyamai,slb,7,NA,NA,NA
87034,harpa major,slb,10,NA,8.5,NA
90232,harpago chiragra,slb,32,NA,17,NA
19170,harpiliopsis depressa,slb,2.5,NA,NA,NA
92960,harpiosquilla annandalei,slb,NA,13.7,NA,NA
83459,harpiosquilla harpax,slb,26.2,NA,17,NA
92961,harpiosquilla melanoura,slb,NA,16.8,NA,NA
83460,harpiosquilla raphidea,slb,33,NA,22.5,NA
92962,harpiosquilla sinensis,slb,NA,20.6,NA,NA
92963,harpiosquilla stephensoni,slb,NA,31.5,NA,NA
106074,harpovoluta charcoti,slb,7.5,NA,NA,NA
60906,harrimania maculosa,slb,12,NA,NA,NA
60907,harrimania planktophilus,slb,6,NA,3.5,NA
55220,hartmeyeria hupferi,slb,1,NA,NA,NA
6191,hastula cinerea,slb,6.8,NA,NA,NA
6192,hastula hastata,slb,3.7,NA,NA,NA
87074,hastula hectica,slb,9,NA,7,NA
6193,hastula maryleeae,slb,2.5,NA,NA,NA
6194,hastula salleana,slb,4,NA,NA,NA
1950,haustellum anniae,slb,37.5,NA,NA,NA
1952,haustellum cabritii,slb,62,NA,NA,NA
105101,haustellum dentifer,slb,10,NA,NA,NA
86974,haustellum haustellum,slb,15,NA,10,NA
105100,haustellum rectirostris,slb,8.5,NA,NA,NA
94070,hebella furax,slb,1.1,NA,NA,NA
94448,hedylopsis ballantinei,slb,0.55,NA,NA,NA
1955,hedylopsis riseri,slb,0.2,NA,NA,NA
147454,helcion tella,slb,0.85,NA,NA,NA
147866,heleobia australis,slb,0.6,NA,NA,NA
148052,heleobia conexa,slb,0.63,NA,NA,NA
2055,heleobops carrikeri,slb,0.452,NA,NA,NA
2827,heleobops docimus,slb,0.51,NA,NA,NA
43541,helgicirrha cari,slb,5,NA,NA,NA
43542,helgicirrha danduensis,slb,2.5,NA,NA,NA
43543,helgicirrha malayensis,slb,2,NA,NA,NA
43544,helgicirrha medusifera,slb,0.8,NA,NA,NA
43545,helgicirrha schulzei,slb,4,NA,NA,NA
2757,heliacus bisulcatus,slb,1.2,NA,NA,NA
3937,heliacus cylindricus,slb,1,NA,NA,NA
147931,heliacus delphinuloides,slb,0.75,NA,NA,NA
103421,heliacus dorsuosus,slb,1.5,NA,NA,NA
141171,heliacus perrieri,slb,1.5,NA,NA,NA
148458,heliacus riisei,slb,0.73,NA,NA,NA
103419,heliacus variegatus,slb,2,NA,NA,NA
90058,heliacus worsfoldi,slb,0.73,NA,NA,NA
57904,helicocranchia papillata,slb,6,NA,NA,NA
55881,helicosalpa virgula,slb,3.5,NA,NA,NA
58449,heterolepidoderma loricatum,slb,0.0116,NA,NA,NA
45233,heliopora coerulea,slb,100,NA,NA,NA
2074,helminthope psammobionta,slb,0.25,NA,NA,NA
149043,hemiaclis incolorata,slb,0.65,NA,NA,NA
148042,hemiaclis ventrosa,slb,0.4,NA,NA,NA
84542,hemidonax donaciformis,slb,3.5,NA,2.5,NA
101575,hemilamprops longisetae,slb,NA,0.83,NA,NA
90974,hemioniscus pagurophilus,slb,0.1,NA,NA,NA
148927,hemipolygona beckyae,slb,5.5,NA,NA,NA
148233,hemipolygona cariniferus,slb,7.3,NA,NA,NA
148569,hemipolygona cuna,slb,4.6,NA,NA,NA
147397,hemipolygona distincta,slb,4.42,NA,NA,NA
151245,hemipolygona lamyi,slb,7.4,NA,NA,NA
148638,hemipolygona mcgintyi,slb,7,NA,NA,NA
60410,hemispadella dauvini,slb,1.85,NA,NA,NA
91827,hemisquilla australiensis,slb,17.5,NA,NA,NA
27276,hemisquilla ensigera,slb,17.5,NA,NA,NA
85313,hemithyone semperi,slb,1.39999997615814,NA,0,NA
2521,hemitoma emarginata,slb,2.55,NA,NA,NA
2677,hemitoma octoradiata,slb,3.2,NA,NA,NA
49519,henricia leviuscula,slb,20,NA,NA,NA
49524,henricia sanguinolenta,slb,15,NA,NA,NA
2778,henrya henryi,slb,0.21,NA,NA,NA
2779,henrya morrisoni,slb,0.15,NA,NA,NA
26890,hepatus pudibundus,slb,8.15,NA,NA,NA
88640,herdmania grandis,slb,16,NA,NA,NA
55232,herdmania momus,slb,8,NA,NA,NA
84454,herdmania pallida,slb,9,NA,NA,NA
89107,herdmania pennata,slb,1.6,NA,NA,NA
1350,hermaea bifida,slb,2,NA,NA,NA
8414,hermaea dendritica,slb,0.0799999982118607,NA,NA,NA
2076,hermaea kingstoni,slb,1.5,NA,NA,NA
149497,hermaea nautica,slb,0.2,NA,NA,NA
8402,hermaea oliviae,slb,1,NA,NA,NA
8604,hermissenda crassicornis,slb,7,NA,8,NA
87804,hermosita hakunamatata,slb,2.20000004768372,NA,NA,NA
87805,hermosita sangria,slb,7,NA,NA,NA
39181,hesionura elongata,slb,2,NA,NA,NA
147517,hesperancilla matthewsi,slb,2.3,NA,NA,NA
2081,hespererato maugeriae,slb,0.6,NA,NA,NA
89297,heteracanthocephalus peltorhamphi,slb,1.6,NA,NA,NA
46962,heteranomia squamula,slb,1.5,NA,NA,NA
140000,heterocarpus affinis,slb,15.3,NA,NA,NA
25921,heterocarpus ensifer,slb,14.1999998092651,NA,NA,NA
105591,heterocarpus grimaldii,slb,17,NA,NA,NA
25925,heterocarpus laevigatus,slb,18,NA,NA,NA
25926,heterocarpus reedi,slb,3.4,3.9,NA,NA
25929,heterocarpus vicarius,slb,11,NA,NA,NA
25930,heterocarpus woodmasoni,slb,13,15,NA,NA
154927,heterocrypta lapidea,slb,0.96,NA,NA,NA
27103,heterocrypta occidentalis,slb,5,NA,NA,NA
48633,heterodonax bimaculatus,slb,1.6,NA,NA,NA
8383,heterodoris robusta,slb,2.8,NA,NA,NA
93508,heterokrohnia alvinae,slb,0.8,NA,NA,NA
88073,heterokrohnia angeli,slb,0.6,NA,NA,NA
60557,heterokrohnia bathybia,slb,1.46,NA,NA,NA
88075,heterokrohnia biscayensis,slb,1.2,NA,NA,NA
60558,heterokrohnia curvichaeta,slb,1.08,NA,NA,NA
60559,heterokrohnia davidi,slb,3.06,NA,NA,NA
88074,heterokrohnia discoveryi,slb,0.7,NA,NA,NA
60560,heterokrohnia fragilis,slb,0.87,NA,NA,NA
60561,heterokrohnia furnestinae,slb,3.4,NA,NA,NA
60562,heterokrohnia heterodonta,slb,2,NA,NA,NA
60563,heterokrohnia involucrum,slb,1.57,NA,NA,NA
60565,heterokrohnia longidentata,slb,1.22,NA,NA,NA
60566,heterokrohnia mirabilis,slb,3.6,NA,NA,NA
93543,heterokrohnia mirabiloides,slb,2.5,NA,NA,NA
60567,heterokrohnia murina,slb,3.85,NA,NA,NA
93553,heterokrohnia wishnerae,slb,0.8,NA,NA,NA
57946,heterololigo bleekeri,slb,40,NA,NA,NA
40696,heteromastus filiformis,slb,10,NA,NA,NA
84543,hippopus hippopus,slb,50,NA,20,NA
84544,hippopus porcellanus,slb,41.1,NA,20,NA
84380,hippospongia communis,slb,30,NA,NA,NA
56910,heteronymphon caecigenum,slb,2.2,NA,NA,NA
56911,heteronymphon exiguum,slb,1.1,NA,NA,NA
50915,heteropora pacifica,slb,15,NA,NA,NA
151115,heteroschismoides meridionalis,slb,1.4,NA,NA,NA
59962,heteroschismoides subterfissus,slb,0.92,NA,NA,NA
58633,heterosentis overstreeti,slb,0.115,NA,NA,NA
92903,heterosquilloides insignis,slb,9.4,NA,NA,NA
57553,heteroteuthis dispar,slb,2.5,NA,NA,NA
57614,heteroteuthis serventyi,slb,3,NA,NA,NA
85307,heterothyone ocnoides,slb,5,NA,NA,NA
43365,heterotiara anonyma,slb,2,NA,NA,NA
43366,heterotiara minor,slb,1,NA,NA,NA
59228,heteroxenotrichula pygmaea,slb,0.0122,NA,NA,NA
59229,heteroxenotrichula squamosa,slb,0.02,NA,NA,NA
59231,heteroxenotrichula texana,slb,0.0105,NA,NA,NA
8491,hexabranchus morsomus,slb,10,NA,NA,NA
89489,hexabranchus sanguineus,slb,25,NA,NA,NA
59062,hexaglandula corynosoma,slb,0.38,NA,NA,NA
25683,hexapanopeus paulensis,slb,1.24,NA,NA,NA
86516,hexaplex angularis,slb,NA,NA,5,NA
86972,hexaplex cichoreum,slb,15,NA,10,NA
2083,hexaplex fulvescens,slb,18.5,NA,NA,NA
