db,spec_code,species,length,valid_name,aphia_id
slb,43175,amphinema krampi,0.4,NA,NA
slb,43176,amphinema physophorum,0.18,NA,NA
slb,43177,amphinema rubrum,0.45,NA,NA
slb,43178,amphinema rugosum,0.3,NA,NA
slb,43179,amphinema turrida,0.7,NA,NA
slb,43181,annatiara affinis,2.3,NA,NA
slb,43182,cirrhitiara superba,0.7,NA,NA
slb,43183,cnidotiara gotoi,0.22000000298023198,NA,NA
slb,43184,codonorchis octaedrus,0.25,NA,NA
slb,43185,dissonema gaussi,0.5,dissonema gaussi,289837
slb,43186,dissonema saphenella,0.4,NA,NA
slb,43187,eutiara mayeri,1.4,NA,NA
slb,43188,halitiara formosa,0.3,NA,NA
slb,43189,merga reesi,1,NA,NA
slb,43190,merga tergestina,0.4,NA,NA
slb,43191,merga violacea,0.7,NA,NA
slb,43192,niobia dendrotentaculata,0.400000002980232,NA,NA
slb,43193,octotiara russelli,0.6999999940395355,NA,NA
slb,43194,octotiara russelli,0.8,octotiara russelli,221198
slb,43195,pandeopsis ikarii,0.45,pandeopsis ikarii,288354
slb,43197,paratiara digitalis,0.5,NA,NA
slb,43198,protiara tetranema,0.4,NA,NA
slb,43199,protiara tropica,0.9,NA,NA
slb,43200,protiara haeckeli,0.400000002980232,NA,NA
slb,43201,stomotoca atra,2.5,NA,NA
slb,43202,larsonia pterophylla,3,NA,NA
slb,43204,urashimea globosa,0.850000011920929,NA,NA
slb,43205,zanclonia weldoni,3,NA,NA
slb,43209,polyorchis penicillatus,7,NA,NA
slb,43210,polyorchis karafutoensis,5,NA,NA
slb,43211,polyorchis haplus,2,NA,NA
slb,43212,polyorchis penicillatus,4,polyorchis penicillatus,290843
slb,43213,scrippsia pacifica,8.75,NA,NA
slb,43215,spirocodon saltatrix,6.5,spirocodon saltatrix,291064
slb,43217,zanclea costata,0.3,NA,NA
slb,43218,zanclea dubia,0.150000002980232,NA,NA
slb,43219,halocoryne orientalis,0.150000002980232,halocoryne orientalis,284805
slb,43221,ctenaria ctenophora,0.5,NA,NA
slb,43223,oonautes hanseni,0.3,NA,NA
slb,43225,zancleopsis dichotoma,0.25,NA,NA
slb,43226,zancleopsis tentaculata,0.2800000005960465,NA,NA
slb,43227,climacocodon ikarii,0.059999999329447745,NA,NA
slb,43228,margelopsis australis,0.3000000059604645,NA,NA
slb,43229,nemopsis bachei,0.25,nemopsis bachei,117348
slb,43230,margelopsis haeckelii,0.2,margelopsis haeckelii,117741
slb,43231,margelopsis hartlaubii,0.21999999955296518,margelopsis hartlaubii,117742
slb,43232,pelagohydra mirabilis,0.054999999888241294,NA,NA
slb,43233,staurocladia acuminata,0.07999999910593035,NA,NA
slb,43270,octorathkea onoi,0.150000002980232,NA,NA
slb,43271,rathkea africana,0.12,NA,NA
slb,43272,rathkea formosissima,0.25,NA,NA
slb,43359,rathkea octopunctata,0.4499999940395355,NA,NA
slb,43360,rathkea rubence,0.100000000745058,NA,NA
slb,43363,bythocellata cruciformis,0.34999999701976803,NA,NA
slb,43364,eumedusa birulai,1,NA,NA
slb,43365,heterotiara anonyma,2,NA,NA
slb,43366,heterotiara minor,1,NA,NA
slb,43367,kanaka pelagica,0.15,NA,NA
slb,43369,calycopsis nematophora,3,NA,NA
slb,43370,calycopsis bigelowi,1.6,NA,NA
slb,43371,calycopsis borchgrevinki,1.8,NA,NA
slb,43372,calycopsis chuni,3.8,NA,NA
slb,43373,calycopsis gara,0.9,NA,NA
slb,43374,calycopsis krampi,0.3,NA,NA
slb,43375,calycopsis papillata,2.6,NA,NA
slb,43376,calycopsis simplex,0.8000000059604645,NA,NA
slb,43377,calycopsis simulans,4,NA,NA
slb,43378,calycopsis typa,4,NA,NA
slb,43379,sibogita geometrica,2,NA,NA
slb,43380,russellia mirabilis,1.5,NA,NA
slb,43381,chromatonema erythrogonon,4.4,NA,NA
slb,43476,clytia gregaria,2,NA,NA
slb,43505,gastroblasta timida,0.4,NA,NA
slb,43533,eutima orientalis,0.600000011920929,NA,NA
slb,43534,eutima variabilis,1.65,NA,NA
slb,43535,eutima cuculata,0.8,eutima cuculata,284603
slb,43537,eutimalphes brownei,1.5,NA,NA
slb,43538,eutimalphes pretiosa,4,NA,NA
slb,43539,eutonina indicans,3.5,NA,NA
slb,43540,eutonina scintillans,2.5,NA,NA
slb,43541,helgicirrha cari,5,NA,NA
slb,43542,helgicirrha danduensis,2.5,NA,NA
slb,43543,helgicirrha malayensis,2,NA,NA
slb,43544,helgicirrha medusifera,0.8000000059604645,NA,NA
slb,43545,helgicirrha cari,4,helgicirrha cari,117521
slb,43547,phialopsis diegensis,3,NA,NA
slb,43575,nuarchus halius,1.2,NA,NA
slb,43576,olindioides formosa,7.5,NA,NA
slb,43577,vallentinia adherens,0.07999999910593035,NA,NA
slb,43578,vallentinia falklandica,0.200000001490116,NA,NA
slb,43579,vallentinia gabriellae,0.6,NA,NA
slb,43580,craspedacusta iseana,1.79999997615814,NA,NA
slb,43581,craspedacusta sinensis,1.79999997615814,NA,NA
slb,43582,craspedacusta sowerbii,2,NA,NA
slb,43583,moerisia lyonsi,0.4499999940395355,NA,NA
slb,43584,moerisia gangetica,0.3000000059604645,moerisia gangetica,285085
slb,43585,moerisia pallasi,0.3,NA,NA
slb,43586,halmomises lacustris,0.25,NA,NA
slb,43587,tiaricodon coeruleus,2.4,NA,NA
slb,43588,odessia maeotica,1.8,NA,NA
slb,43593,proboscidactyla ornata,0.5,NA,NA
slb,43594,proboscidactyla abyssicola,2,NA,NA
slb,43595,proboscidactyla flavicirrata,1.2,NA,NA
slb,43601,pachycerianthus fimbriatus,30,NA,NA
slb,43605,tubipora musica,50,NA,NA
slb,43732,symplectoscyphus vanhoeffeni,5,NA,NA
slb,43834,plumularia setacea,25,NA,NA
slb,43864,eperetmus typus,4.5,NA,NA
slb,43865,gonionemus vertens,2.5,NA,NA
slb,43866,maeotias marginata,5.6,NA,NA
slb,43867,scolionema suvaense,0.9,NA,NA
slb,43870,gonionemus vertens,0.16,gonionemus vertens,117768
slb,43872,olindias malayensis,3.5,NA,NA
slb,43873,olindias muelleri,6,olindias muelleri,292470
slb,43874,olindias sambaquiensis,9,NA,NA
slb,43875,olindias singularis,3.6,NA,NA
slb,43876,olindias tenuis,3.5,NA,NA
slb,43877,aglauropsis conanti,2.20000002384186,NA,NA
slb,43878,aglauropsis jarli,0.400000002980232,NA,NA
slb,43879,aglauropsis aeora,2,NA,NA
slb,43880,aglauropsis agassizi,0.4,aglauropsis agassizi,289362
slb,43881,cubaia aphrodite,1.2,NA,NA
slb,43882,gossea brachymera,2,NA,NA
slb,43883,gossea corynetes,1.20000002384186,NA,NA
slb,43886,irenium teuscheri,4,NA,NA
slb,43887,tima bairdii,6.5,tima bairdii,117527
slb,43888,tima flavilabris,8,NA,NA
slb,43889,tima formosa,10,NA,NA
slb,43890,neotima lucullana,7.4,neotima lucullana,117524
slb,43891,tima saghalinensis,10,NA,NA
slb,43892,rhacostoma atlanticum,40,NA,NA
slb,43893,zygocanna buitendijki,3.3,NA,NA
slb,43894,zygocanna undulosa,10,zygocanna undulosa,1326736
slb,43895,zygocanna pleuronota,3,zygocanna pleuronota,291312
slb,43896,zygocanna purpurea,10,NA,NA
slb,43897,zygocanna vagans,7.6,NA,NA
slb,43898,aequorea forskalea,17.5,aequorea forskalea,117270
slb,43899,aequorea albida,6,NA,NA
slb,43900,aequorea australis,2.5,NA,NA
slb,43902,aequorea coerulescens,14.5,NA,NA
slb,43903,aequorea conica,0.9,NA,NA
slb,43904,aequorea floridana,5,NA,NA
slb,43905,aequorea forskalea,8,NA,NA
slb,43906,aequorea globosa,4,NA,NA
slb,43907,aequorea macrodactyla,7.5,NA,NA
slb,43908,aequorea parva,0.600000011920929,NA,NA
slb,43909,aequorea pensilis,10,NA,NA
slb,43910,aequorea tenuis,10,NA,NA
slb,43911,aequorea victoria,7,NA,NA
slb,43912,aequorea vitrina,17,NA,NA
slb,43913,phialella annulata,0.200000001490116,NA,NA
slb,43914,phialella parvigastra,0.100000001490116,NA,NA
slb,43915,phialella quadrata,1.29999997615814,NA,NA
slb,43916,phialella dissonema,0.5,phialella dissonema,285163
slb,43919,timoides agassizii,2,timoides agassizii,291225
slb,43922,phialucium mbengha,1.20000004768372,phialucium mbengha,843045
slb,43925,octocannoides ocellata,0.6999999940395355,NA,NA
slb,43926,octophialucium aphrodite,2.5,NA,NA
slb,43927,octophialucium bigelowi,0.8000000059604645,NA,NA
slb,43928,octophialucium funerarium,4,NA,NA
slb,43929,octophialucium indicum,1.7,NA,NA
slb,43930,octophialucium medium,3,NA,NA
slb,43931,octophialucium solidum,1,NA,NA
slb,43941,proboscidactyla mutabilis,0.6,NA,NA
slb,43942,armorhydra janowiczi,0.2,NA,NA
slb,43969,aglaophenia struthionides,12.5,NA,NA
slb,44004,stylaster californicus,30,NA,NA
slb,44049,muricea californica,90,NA,NA
slb,44053,muricea fruticosa,90,NA,NA
slb,44147,adelogorgia phyllosclera,60,NA,NA
slb,44154,eugorgia rubens,30,NA,NA
slb,44226,halistaura cellularia,9,NA,NA
slb,44227,cosmetira pilosella,4.8,NA,NA
slb,44228,cosmetirella davisii,6,cosmetirella davisii,872093
slb,44229,cyclocanna producta,6.8,cyclocanna producta,988092
slb,44230,mitrocoma annae,4,NA,NA
slb,44231,mitrocoma discoidea,4.5,NA,NA
slb,44233,mitrocoma cellularia,9,NA,NA
slb,44234,mitrocomella brownei,0.6999999940395355,NA,NA
slb,44235,mitrocomella cruciata,5,mitrocomella cruciata,285074
slb,44236,mitrocomella frigida,1.70000002384186,NA,NA
slb,44237,mitrocomella polydiademata,0.6,mitrocomella polydiademata,117755
slb,44238,mitrocomella polydiademata,3,NA,NA
slb,44239,mitrocomella sinuosa,0.35000000596046454,NA,NA
slb,44240,octogonade mediterranea,7,NA,NA
slb,44241,tiaropsidium japonicum,1.79999997615814,NA,NA
slb,44242,tiaropsidium kelseyi,8,tiaropsidium kelseyi,285081
slb,44243,tiaropsidium mediterraneum,0.6999999940395355,NA,NA
slb,44244,staurodiscus nigricans,3,NA,NA
slb,44245,staurodiscus tetrastaurus,0.99999998807907,staurodiscus tetrastaurus,117729
slb,44247,lovenella annae,0.5,lovenella annae,285051
slb,44248,lovenella assimilis,0.25,NA,NA
slb,44249,tiaropsidium roseum,1.5,NA,NA
slb,44250,tiaropsidium atlanticum,6,NA,NA
slb,44251,tiaropsidium multicirrata,3,NA,NA
slb,44252,foersteria purpurea,4,NA,NA
slb,44253,halopsis ocellata,6.5,NA,NA
slb,44254,krampella dubia,0.3,NA,NA
slb,44255,laodicea fertilis,0.200000001490116,NA,NA
slb,44256,laodicea fijiana,1.25,NA,NA
slb,44257,laodicea indica,2,NA,NA
slb,44259,laodicea minuscula,0.1,NA,NA
slb,44260,laodicea pulchra,2.5,NA,NA
slb,44261,laodicea undulata,3.7,NA,NA
slb,44263,laodicea neptuna,0.25,laodicea neptuna,117723
slb,44264,laodicea chapmani,1.1000000238418601,laodicea chapmani,117722
slb,44265,laodicea ocellata,0.35,laodicea ocellata,117724
slb,44266,melicertissa adriatica,4.6,NA,NA
slb,44267,melicertissa clavigera,1,NA,NA
slb,44268,melicertissa malayica,3.2,NA,NA
slb,44269,melicertissa mayeri,0.7,NA,NA
slb,44270,melicertissa platygastra,0.7,melicertissa platygastra,285033
slb,44272,orchistoma pileus,4,NA,NA
slb,44274,staurodiscus gotoi,2.5,NA,NA
slb,44275,staurodiscus tetrastaurus,0.8000000059604645,staurodiscus tetrastaurus,117729
slb,44276,staurophora mertensi,20,NA,NA
slb,44277,earleria purpurea,2,NA,NA
slb,44278,toxorchis arcuatus,0.600000011920929,NA,NA
slb,44279,toxorchis kellneri,1.5,NA,NA
slb,44280,toxorchis polynema,2.599999952316285,NA,NA
slb,44281,toxorchis thalassinus,5,NA,NA
slb,44282,modeeria rotunda,3,NA,NA
slb,44284,ptychogena lactea,9,NA,NA
slb,44285,ptychogena californica,5,NA,NA
slb,44286,ptychogena antarctica,10,NA,NA
slb,44287,chromatonema rubrum,1.25,chromatonema rubrum,174252
slb,44288,ptychogena crocea,2.5,NA,NA
slb,44289,ptychogena hyperborea,1.5,NA,NA
slb,44290,laodicea undulata,2.5,laodicea undulata,117725
slb,44293,melicertoides centripetalis,0.1,NA,NA
slb,44294,netocertoides brachiatum,0.5,netocertoides brachiatum,290469
slb,44295,orchistomella applanata,0.150000002980232,NA,NA
slb,44296,orchistomella graeffei,0.400000002980232,NA,NA
slb,44297,orchistomella tentaculata,0.600000011920929,NA,NA
slb,44298,melicertum octocostatum,2,melicertum octocostatum,117743
slb,44299,melicertum octocostatum,1.4,NA,NA
slb,44300,melicertissa clavigera,0.8000000059604645,melicertissa clavigera,285031
slb,44302,lovenella bermudensis,0.600000011920929,NA,NA
slb,44303,phialella chiquitita,0.04,phialella chiquitita,231665
slb,44304,mitrocomium cirratum,1.6,mitrocomium cirratum,117756
slb,44305,lovenella clausa,0.9,NA,NA
slb,44308,eucheilota ventricularis,1,NA,NA
slb,44310,eucheilota comata,1.20000002384186,NA,NA
slb,44311,eutima diademata,0.3000000059604645,eutima diademata,987504
slb,44312,eucheilota duodecimalis,0.25,NA,NA
slb,44314,eucheilota maasi,0.5,NA,NA
slb,44315,eucheilota maculata,1.29999997615814,NA,NA
slb,44316,eucheilota menoni,0.25,NA,NA
slb,44317,eucheilota paradoxica,0.4,NA,NA
slb,44318,eucheilota tropica,0.4,NA,NA
slb,44321,cannota dodecantha,0.4,NA,NA
slb,44324,proboscidactyla flavicirrata,0.6999999940395355,proboscidactyla flavicirrata,117834
slb,44325,proboscidactyla stellata,0.9,NA,NA
slb,44327,limnocnida indica,1.5,NA,NA
slb,44328,limnocnida tanganyicae,2.5,NA,NA
slb,44339,millepora platyphylla,300,NA,NA
slb,44376,stylantheca papillosa,90,stylantheca papillosa,291143
slb,44377,ptychogastria polaris,2.2,NA,NA
slb,44378,ptychogastria asteroides,0.5,NA,NA
slb,44381,rhizostoma pulmo,90,NA,NA
slb,44382,rhopilema rhopalophorum,10,rhopilema rhopalophorum,135300
slb,44383,stomolophus meleagris,13,NA,NA
slb,44384,cyanea buitendijki,31,NA,NA
slb,44385,cyanea capillata,228.600003051758,NA,NA
slb,44386,cyanea ferruginea,40,NA,NA
slb,44387,cyanea lamarckii,30,cyanea lamarckii,135302
slb,44388,cyanea nozakii,26,NA,NA
slb,44389,cyanea purpurea,30,NA,NA
slb,44390,desmonema gaudichaudi,30,desmonema gaudichaudi,289804
slb,44391,drymonema dalmatinum,75,NA,NA
slb,44394,chrysaora fuscescens,30,chrysaora fuscescens,287206
slb,44395,chrysaora hysoscella,41.5,NA,NA
slb,44396,chrysaora lactea,21.6,NA,NA
slb,44397,chrysaora melanaster,60,NA,NA
slb,44398,chrysaora plocamia,100,NA,NA
slb,44399,chrysaora quinquecirrha,18,NA,NA
slb,44401,pelagia noctiluca,9,NA,NA
slb,44403,sanderia malayensis,9,NA,NA
slb,44404,aurelia aurita,23,NA,NA
slb,44405,aurelia labiata,40,NA,NA
slb,44406,aurelia limbata,15,NA,NA
slb,44407,deepstaria enigmatica,50,NA,NA
slb,44408,diplulmaris antarctica,18,NA,NA
slb,44409,diplulmaris malayensis,3,NA,NA
slb,44410,discomedusa lobata,15,NA,NA
slb,44411,phacellophora camtschatica,60,NA,NA
slb,44412,poralia rufescens,25,NA,NA
slb,44413,stellamedusa ventana,9.39999961853027,NA,NA
slb,44414,sthenonia albida,30,NA,NA
slb,44415,stygiomedusa gigantea,150,NA,NA
slb,44418,craterolophus macrocystis,3,NA,NA
slb,44420,depastrum cyathiforme,1,NA,NA
slb,44421,halimocyathus platypus,1,NA,NA
slb,44424,manania distincta,1.5,NA,NA
slb,44425,manania gwilliami,0.039999999552965154,NA,NA
slb,44426,manania handi,4,NA,NA
slb,44432,lucernariopsis campanulata,3,NA,NA
slb,44436,sasakiella cruciformis,1,NA,NA
slb,44439,lipkea ruspoliana,0.8000000059604645,NA,NA
slb,44440,lipkea stephensoni,1.60000001192093,NA,NA
slb,44441,lipkea sturdzi,0.899999988079071,NA,NA
slb,44442,haliclystus antarcticus,2.79999997615814,NA,NA
slb,44443,haliclystus auricula,3,NA,NA
slb,44444,haliclystus borealis,0.8000000059604645,NA,NA
slb,44445,haliclystus kerguelensis,2.70000002384186,NA,NA
slb,44448,haliclystus salpinx,3,NA,NA
slb,44451,haliclystus stejnegeri,1.8,NA,NA
slb,44496,conopora laevis,0.13496,NA,NA
slb,44504,tesserogastria musculosa,0.200000001490116,NA,NA
slb,44505,geryonia proboscidalis,8,NA,NA
slb,44506,liriope tetraphylla,3,NA,NA
slb,44507,aglaura hemistoma,0.4,NA,NA
slb,44508,amphogona apicata,0.7,NA,NA
slb,44509,amphogona apsteini,0.6,NA,NA
slb,44510,amphogona pusilla,0.6,NA,NA
slb,44511,arctapodema ampla,1.5,NA,NA
slb,44512,arctapodema antarctica,1.60000001192093,NA,NA
slb,44513,arctapodema australis,2.3,NA,NA
slb,44515,colobonema sericeum,4.5,NA,NA
slb,44516,colobonema typicum,2,colobonema typicum,285346
slb,44517,persa incolorata,0.3,NA,NA
slb,44518,ransonia krampi,0.8000000059604645,NA,NA
slb,44519,pantachogon scotti,0.300000001490116,NA,NA
slb,44520,homoeonema platygonon,0.2,NA,NA
slb,44521,petasiella asymmetrica,0.1,NA,NA
slb,44523,rhopalonema velatum,1,NA,NA
slb,44524,rhopalonema funerarium,1.7,NA,NA
slb,44526,sminthea eurygaster,0.6,NA,NA
slb,44527,stauraglaura tetragonima,0.8,NA,NA
slb,44528,tetrorchis erythrogaster,1.2,NA,NA
slb,44529,aglantha digitale,4,NA,NA
slb,44530,aglantha elata,1.20000002384186,NA,NA
slb,44531,colobonema igneum,0.7,colobonema igneum,1039378
slb,44532,aglantha intermedia,1.4,NA,NA
slb,44535,crossota brunnea,3,NA,NA
slb,44536,crossota alba,4.19999990463257,NA,NA
slb,44537,crossota norvegica,2,NA,NA
slb,44538,benthocodon pedunculatus,4,benthocodon pedunculatus,1417788
slb,44539,crossota rufobrunnea,1.5,NA,NA
slb,44540,pantachogon haeckeli,1.6000000238418601,NA,NA
slb,44541,pantachogon militare,1,NA,NA
slb,44542,petasus atavus,0.100000000745058,NA,NA
slb,44543,petasus digonimus,0.1,petasus digonimus,285160
slb,44544,petasus tiaropsis,1,petasus tiaropsis,285162
slb,44545,halitrephes maasi,10,NA,NA
slb,44546,botrynema brucei,2.5,NA,NA
slb,44547,botrynema ellinorae,2.5,NA,NA
slb,44548,halicreas minimum,4,NA,NA
slb,44550,haliscera bigelowi,1.9,NA,NA
slb,44551,haliscera conica,1.8,NA,NA
slb,44552,haliscera racovitzae,0.8,NA,NA
slb,44553,haliscera alba,3.5,haliscera alba,284802
slb,44554,aegina rosea,3.2,NA,NA
slb,44556,aegina citrea,5,NA,NA
slb,44559,aeginura grimaldii,4.5,NA,NA
slb,44560,aeginura beebei,10,NA,NA
slb,44561,aeginopsis laurentii,2.5,NA,NA
slb,44563,pegantha sieboldi,2,pegantha sieboldi,285768
slb,44564,pegantha triloba,3,NA,NA
slb,44565,pegantha weberi,5,pegantha weberi,285769
slb,44566,solmundella bitentaculata,1.2,NA,NA
slb,44567,aeginodiscus actinodiscus,4,NA,NA
slb,44568,pegantha aureola,3,pegantha aureola,285757
slb,44569,pegantha triloba,2.5,pegantha triloba,117945
slb,44570,pegantha clara,5,NA,NA
slb,44571,pegantha cyanostylis,5,pegantha cyanostylis,285759
slb,44572,pegantha triloba,3,pegantha triloba,117945
slb,44573,pegantha dodecagona,4,pegantha dodecagona,285760
slb,44574,pegantha forskalii,2,pegantha forskalii,285761
slb,44575,pegantha godeffroyi,0.6,pegantha godeffroyi,285762
slb,44576,pegantha laevis,4,NA,NA
slb,44577,pegantha clara,2,pegantha clara,117942
slb,44578,pegantha magnifica,5,pegantha magnifica,285764
slb,44579,pegantha martagon,3,NA,NA
slb,44580,pegantha mollicina,4,pegantha mollicina,117943
slb,44581,pegantha triloba,2,pegantha triloba,117945
slb,44582,pegantha punctata,9,pegantha punctata,285766
slb,44583,pegantha triloba,2,pegantha triloba,117945
slb,44584,pegantha rubiginosa,1.6,NA,NA
slb,44585,pegantha zonaria,1.2,pegantha zonaria,117946
slb,44586,pegantha zonorchis,1.6,pegantha zonorchis,285770
slb,44587,solmaris corona,1.5,NA,NA
slb,44588,solmaris flavescens,2.3,NA,NA
slb,44589,solmaris lenticula,0.5,NA,NA
slb,44590,solmaris leucostyla,0.7,NA,NA
slb,44592,solmaris rhodoloma,0.7,NA,NA
slb,44593,solmaris solmaris,3.5,NA,NA
slb,44594,solmaris flavescens,0.05,solmaris flavescens,117948
slb,44595,cunissa polyphera,3,NA,NA
slb,44596,cunissa polyporpa,2,NA,NA
slb,44600,solmissus incisa,10,NA,NA
slb,44601,solmissus marshalli,6.2,NA,NA
slb,44602,solmissus albescens,5,NA,NA
slb,44603,solmissus bleekii,4,solmissus bleekii,284558
slb,44604,solmissus faberi,2,solmissus faberi,284559
slb,44605,cunina globosa,1.8,NA,NA
slb,44606,cunina octonaria,0.7,NA,NA
slb,44607,cunina duplicata,5.8,NA,NA
slb,44608,cunina frugifera,0.8,NA,NA
slb,44609,cunina fowleri,0.4,NA,NA
slb,44611,cunina mucilaginosa,7,cunina mucilaginosa,284554
slb,44612,cunina oligotis,1,cunina oligotis,284555
slb,44613,cunina peregrina,1.4,cunina peregrina,221242
slb,44614,cunina polygonia,1.6,cunina polygonia,117498
slb,44615,lensia fowleri,2,NA,NA
slb,44617,lensia subtilis,1,NA,NA
slb,44618,lensia subtiloides,0.37,NA,NA
slb,44620,cunina proboscidea,5.7,NA,NA
slb,44621,cunina tenella,0.7,NA,NA
slb,44626,porpita porpita,0.25,NA,NA
slb,44629,velella velella,1.815,NA,NA
slb,44631,chelophyes contorta,0.46,NA,NA
slb,44638,lensia multicristata,1.5,NA,NA
slb,44642,vogtia serrata,4,NA,NA
slb,44643,vogtia glabra,3,NA,NA
slb,44645,enneagonum hyalinum,1.5,NA,NA
slb,44654,muggiaea atlantica,0.7,NA,NA
slb,44657,muggiaea kochii,0.7,muggiaea kochii,135444
slb,44658,dimophyes arctica,1.5,NA,NA
slb,44661,diphyes dispar,3.6,NA,NA
slb,44662,diphyes bojani,1,NA,NA
slb,44664,eudoxoides spiralis,1.2,NA,NA
slb,44666,sulculeolaria chuni,0.8,NA,NA
slb,44667,sulculeolaria quadrivalvis,2,NA,NA
slb,44668,sulculeolaria biloba,2,NA,NA
slb,44670,sulculeolaria turgida,1.5,NA,NA
slb,44672,vogtia spinosa,2,NA,NA
slb,44673,hippopodius hippopus,1.6,NA,NA
slb,44678,praya dubia,4572,NA,NA
slb,44681,rosacea cymbiformis,1.75,NA,NA
slb,44683,amphicaryon acaule,1.07,NA,NA
slb,44690,sphaeronectes koellikeri,0.8,sphaeronectes koellikeri,152189
slb,44694,propachycordyle canalifera,0.150000002980232,NA,NA
slb,44730,pachycordyle conica,0.100000000745058,pachycordyle conica,284276
slb,44731,pachycordyle degenerata,0.029999999664723852,pachycordyle degenerata,284277
slb,44732,pachycordyle globulosa,0.054999999888241294,pachycordyle globulosa,284278
slb,44733,pachycordyle lineata,0.0500000007450581,pachycordyle lineata,284281
slb,44744,cassiopea frondosa,26,NA,NA
slb,44745,cassiopea mertensi,12,NA,NA
slb,44746,cassiopea ndrosia,5,NA,NA
slb,44747,cassiopea ornata,12,NA,NA
slb,44749,acromitoides stiphropterus,10,NA,NA
slb,44750,acromitus flagellatus,12,NA,NA
slb,44751,catostylus mosaicus,23,NA,NA
slb,44753,catostylus tagi,65,NA,NA
slb,44754,catostylus townsendi,10,NA,NA
slb,44755,crambione bartschi,7.4,NA,NA
slb,44756,crambione mastigophora,40,NA,NA
slb,44757,crambionella orsini,20,NA,NA
slb,44758,cephea cephea,14,NA,NA
slb,44759,cotylorhiza tuberculata,38,NA,NA
slb,44760,lobonema smithii,50,NA,NA
slb,44761,anomalorhiza shawi,60,NA,NA
slb,44762,lychnorhiza lucerna,28.5,NA,NA
slb,44763,pseudorhiza aurosa,40,NA,NA
slb,44764,pseudorhiza haeckeli,25,NA,NA
slb,44765,mastigias papua,8,NA,NA
slb,44766,phyllorhiza pacifica,21.5,NA,NA
slb,44767,phyllorhiza punctata,43,NA,NA
slb,44768,thysanostoma loriferum,20,NA,NA
slb,44769,thysanostoma thysanura,26,NA,NA
slb,44770,versuriga anadyomene,60,NA,NA
slb,44771,eupilema scapulare,26,NA,NA
slb,44772,rhizostoma luteum,30,NA,NA
slb,44801,epizoanthus scotinus,2,NA,NA
slb,44811,savalia lucifica,1.2,savalia lucifica,488983
slb,44816,corynactis californica,2.5,NA,NA
slb,44992,carybdea rastonii,3,NA,NA
slb,44993,chiropsalmus quadrumanus,12.2,NA,NA
slb,44994,atolla chuni,7,NA,NA
slb,44995,atolla parva,6.3,NA,NA
slb,44996,atolla vanhoeffeni,5,NA,NA
slb,44997,atolla wyvillei,15,NA,NA
slb,44998,atorella arcturi,1.5,NA,NA
slb,45001,atorella subglobosa,1.7,NA,NA
slb,45002,atorella vanhoeffeni,0.7,NA,NA
slb,45004,linuche unguiculata,2.5,NA,NA
slb,45005,nausithoe albatrossi,4,NA,NA
slb,45006,nausithoe atlantica,2.79999997615814,NA,NA
slb,45008,nausithoe challengeri,1.20000002384186,NA,NA
slb,45009,nausithoe clausi,0.899999988079071,NA,NA
slb,45011,nausithoe globifera,2.2,NA,NA
slb,45013,nausithoe limpida,1.6,NA,NA
slb,45015,nausithoe marginata,2,NA,NA
slb,45016,nausithoe picta,2.2,NA,NA
slb,45018,nausithoe punctata,1.5,NA,NA
slb,45020,nausithoe rubra,1.5,NA,NA
slb,45022,nausithoe werneri,1.2,NA,NA
slb,45023,palephyra antiqua,2,NA,NA
slb,45024,palephyra indica,1.6,NA,NA
slb,45025,palephyra pelagica,1.2,NA,NA
slb,45026,paraphyllina intermedia,1.5,NA,NA
slb,45027,paraphyllina ransoni,3.5,NA,NA
slb,45028,nauphantopsis diomedeae,7,NA,NA
slb,45029,pericolpa quadrigata,3,NA,NA
slb,45030,periphylla periphylla,26,NA,NA
slb,45031,periphyllopsis braueri,6,NA,NA
slb,45032,periphyllopsis galatheae,38,NA,NA
slb,45033,tetraplatia chuni,1.3,NA,NA
slb,45034,tetraplatia volitans,0.95,NA,NA
slb,45035,cassiopea andromeda,30,NA,NA
slb,45037,lucernaria australis,0.899999988079071,NA,NA
slb,45039,lucernaria haeckeli,2.7,NA,NA
slb,45040,lucernaria infundibulum,2.4,NA,NA
slb,45041,lucernaria quadricornis,6,NA,NA
slb,45042,lucernaria sainthilairei,8.5,lucernaria sainthilairei,135329
slb,45043,lucernaria walteri,6,NA,NA
slb,45044,stenoscyphus inabai,2.5,NA,NA
slb,45233,heliopora coerulea,100,NA,NA
slb,45294,pennatula phosphorea,9.9,NA,NA
slb,45327,ptilosarcus gurneyi,46,NA,NA
slb,45351,copula sivickisi,0.5,copula sivickisi,287144
slb,45414,stylatula elongata,60,NA,NA
slb,45439,tamoya gargantua,13.5,NA,NA
slb,45440,tamoya haplonema,17,NA,NA
slb,45441,tripedalia binata,1.4,NA,NA
slb,45442,tripedalia cystophora,1.5,NA,NA
slb,45443,chirodropus gorilla,12,NA,NA
slb,45444,chironex fleckeri,30,NA,NA
slb,45445,chiropsoides buitendijki,8,chiropsoides buitendijki,289596
slb,45447,acropora pichoni,100,NA,NA
slb,45498,pseudosiderastrea tayamai,16,NA,NA
slb,45499,siderastrea siderea,10,siderastrea siderea,207516
slb,45500,siderastrea radians,0.3,NA,NA
slb,45575,acropora solitaryensis,371.55,NA,NA
slb,45579,pectinia lactuca,100,NA,NA
